名称,区,板块,具体地址,面积（㎡）,房型,租价（元/月）
整租·宝湾公寓 1室1厅 东南/南,宝安区,宝安中心,宝湾公寓,111.42㎡,东南 南,1室1厅1卫
整租·金田大厦 1室0厅 东南,罗湖区,万象城,金田大厦,115.33㎡,东南,1室0厅0卫
整租·卓越前海壹号 1室2厅 南,南山区,前海,卓越前海壹号,109.00㎡,南,1室2厅2卫
整租·瑞思中心 1室1厅 北,南山区,华侨城,瑞思中心,106.26㎡,北,1室1厅1卫
整租·苏豪名厦 1室0厅 西南,南山区,南头,苏豪名厦,116.32㎡,西南,1室0厅1卫
整租·加福广场华尔登府邸 1室1厅 南,福田区,福田保税区,加福广场华尔登府邸,106.00㎡,南,1室1厅1卫
整租·公园道 1室1厅 北,南山区,南山中心,公园道,112.00㎡,北,1室1厅0卫
整租·华润深圳湾悦府二期 1室2厅 南,南山区,深圳湾,华润深圳湾悦府二期,106.00㎡,南,1室2厅1卫
整租·深业上城 1室1厅 南,福田区,莲花,深业上城,110.00㎡,南,1室1厅2卫
整租·侨城坊 1室1厅 南,南山区,华侨城,侨城坊,105.00㎡,南,1室1厅1卫
整租·华润深圳湾悦府二期 1室2厅 东,南山区,深圳湾,华润深圳湾悦府二期,108.00㎡,东,1室2厅1卫
整租·壹海中心 1室0厅 南,盐田区,沙头角,壹海中心,108.99㎡,南,1室0厅0卫
整租·玮鹏花园 1室0厅 北,福田区,华强北,玮鹏花园,108.00㎡,北,1室0厅1卫
整租·玮鹏花园 1室0厅 北,福田区,华强北,玮鹏花园,108.00㎡,北,1室0厅1卫
整租·华润深圳湾悦府二期 1室2厅 南,南山区,深圳湾,华润深圳湾悦府二期,106.00㎡,南,1室2厅1卫
整租·华润深圳湾悦府二期 1室1厅 东南,南山区,深圳湾,华润深圳湾悦府二期,107.00㎡,东南,1室1厅1卫
整租·侨城坊 1室2厅 南,南山区,华侨城,侨城坊,114.00㎡,南,1室2厅2卫
整租·华润深圳湾悦府二期 1室1厅 东南,南山区,深圳湾,华润深圳湾悦府二期,108.00㎡,东南,1室1厅1卫
整租·福安大厦 2室1厅 南,宝安区,福永,福安大厦,80.00㎡,南,2室1厅1卫
独栋·逸安之家社区 万丰一店 1年租直租阳台两房一厅地铁口 2室1厅,,,,80.00㎡,,2室1厅1卫
整租·南岭花园 2室2厅 东南,龙岗区,布吉南岭,南岭花园,88.92㎡,东南,2室2厅1卫
独栋·逸安之家社区 华夏之家社区 房东直租两房一厅大阳台 2室1厅,,,,80.00㎡,,2室1厅1卫
整租·融富花园 2室2厅 东南,龙岗区,坪地,融富花园,82.27㎡,东南,2室2厅1卫
独栋·梦幻之家社区 vhome社区1店 房东直租豪华两房一厅（谢绝短租） 2室1厅,,,,80.00㎡,,2室1厅1卫
整租·怡和山庄 2室2厅 南,龙岗区,横岗,怡和山庄,80.00㎡,南,2室2厅1卫
独栋·梦幻之家社区 朝阳公寓 精装两房一厅（谢绝短租） 2室1厅,,,,80.00㎡,,2室1厅1卫
整租·怡和山庄 2室2厅 南,龙岗区,横岗,怡和山庄,80.00㎡,南,2室2厅1卫
独栋·梦幻之家社区 朵拉甜蜜的家 沙井地铁口两房一厅直租（谢绝短租） 2室1厅,,,,80.00㎡,,2室1厅1卫
整租·勤诚达正大城 2室2厅 东南,光明区,光明,勤诚达正大城,80.00㎡,东南,2室2厅1卫
整租·中海怡翠山庄三期 2室2厅 南,龙岗区,布吉水径,中海怡翠山庄三期,93.41㎡,南,2室2厅1卫
整租·泽润华庭 2室1厅 东南/南,龙岗区,布吉街,泽润华庭,80.80㎡,东南 南,2室1厅1卫
整租·百旺研发公寓 2室2厅 南,南山区,大学城,百旺研发公寓,95.00㎡,南,2室2厅1卫
整租·金域豪庭一期 2室2厅 南,宝安区,福永,金域豪庭一期,84.50㎡,南,2室2厅1卫
整租·璟悦轩小巨蛋 3室1厅 东南,光明区,公明,璟悦轩小巨蛋,38.00㎡,东南,3室1厅1卫
整租·明发光明轩 3室1厅 复式 南,光明区,公明,明发光明轩,40.00㎡,南,3室1厅1卫
整租·璟悦轩小巨蛋 3室1厅 东,光明区,公明,璟悦轩小巨蛋,38.00㎡,东,3室1厅1卫
整租·水晶之城 3室1厅 东南,龙岗区,横岗,水晶之城,54.00㎡,东南,3室1厅1卫
整租·珑禧 3室1厅 复式 西北,龙岗区,龙岗中心城,珑禧,52.44㎡,西北,3室1厅1卫
整租·锦城星苑一期 3室1厅 南,龙岗区,龙岗双龙,锦城星苑一期,57.82㎡,南,3室1厅1卫
整租·海滨假日 3室2厅 东南,盐田区,盐田港,海滨假日,48.00㎡,东南,3室2厅1卫
独栋·星窝青年公寓 梅龙店C区 毕业季租房，共和花园特价一室一厅 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·星窝青年公寓 壹城中心店 壹方天地全视野采光嘎嘎好一室一厅 1室1厅,,,,45.00-48.00㎡,,1室1厅1卫
独栋·星窝青年公寓 壹城中心店 视野宽敞魅力大单间 1室1厅,,,,35.00-40.00㎡,,1室1厅1卫
独栋·梦幻之家社区 尚好公寓6店 同泰精装大单间 开间,,,,43.00㎡,,1室0厅1卫
独栋·佳茵青年社区 禧邻公寓福永店 全景明窗大单间（谢绝短租） 开间,,,,40.00㎡,,1室0厅1卫
独栋·佳茵青年社区 伟丰福满 高端商务阳光大套间（谢绝短租） 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·星窝青年公寓 梅龙店C区 近商业圈宜情侣北欧风 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·星窝青年公寓 壹城中心店二期 本月爆款小资白领房 1室1厅,,,,42.00-45.00㎡,,1室1厅1卫
独栋·星窝青年公寓 壹城中心店三期 壹方城精装修一房一厅 1室1厅,,,,52.00-55.00㎡,,1室1厅1卫
独栋·星窝青年公寓 梅龙店C区 共和壹城高层特价一房 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·朗诗寓 朗诗寓松岗店B栋 直租星级大单间 1室1厅,,,,42.00-45.00㎡,,1室1厅1卫
独栋·广宏通青年公寓 六座 【不短租，长租8个月起】舒适阳台loft 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·朗诗寓 朗诗寓松岗店A栋 无中介近天虹落地阳台 1室1厅,,,,42.00-45.00㎡,,1室1厅1卫
独栋·金地草莓社区 龙华中心旗舰店 采光佳近地铁一房一厅 1室1厅,,,,42.00㎡,,1室1厅1卫
独栋·朗诗寓 朗诗寓松岗店A栋 采光好带阳台大单间 1室1厅,,,,42.00-45.00㎡,,1室1厅1卫
独栋·朗诗寓 朗诗寓松岗店B栋 直租带阳台精装修开间 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·桔子公寓（深圳） 永湖2号店 阳光一房一厅 1室1厅,,,,35.00-48.00㎡,,1室1厅1卫
独栋·星窝青年公寓 塘水围三店二期 特价户型租到就是赚到 1室1厅,,,,42.00-44.00㎡,,1室1厅1卫
独栋·朴舍寓 上川地铁口店 欣欣原木风超大单房 开间,,,,20.00-40.00㎡,,1室0厅1卫
独栋·微棠青年公寓 元芬188店 复式一房 高层景观 可短租 1室1厅,,,,50.00㎡,,1室1厅1卫
独栋·微棠青年公寓 元芬122店 靠街一房一厅 带阳台 可短租1个月 1室1厅,,,,50.00㎡,,1室1厅1卫
独栋·微棠青年公寓 元芬122店 一房一厅 带阳台 可短租1个月 1室1厅,,,,50.00㎡,,1室1厅1卫
独栋·梦幻之家社区 尚好公寓2店 近地铁站粉色少女阳台一房一厅（谢绝短租） 开间,,,,44.00㎡,,1室0厅1卫
独栋·微棠青年公寓 弓村11-3店 直达福田 可短租一房一厅 免中介 1室1厅,,,,50.00㎡,,1室1厅1卫
独栋·微棠青年公寓 弓村11-3店 风景房 带独立阳台一房 可短租一个月 1室1厅,,,,50.00㎡,,1室1厅1卫
独栋·微棠青年公寓 元芬122店 一房一厅 民水民电 可短租 带独立阳台 1室1厅,,,,50.00㎡,,1室1厅1卫
独栋·朗诗寓 朗诗寓松岗店A栋 直租精装单间大阳台 1室1厅,,,,42.00-45.00㎡,,1室1厅1卫
独栋·微棠青年公寓 华侨新村72店 超温馨的小一房一厅 可短租 1室1厅,,,,40.00-45.00㎡,,1室1厅1卫
独栋·微棠青年公寓 弓村8-6号店 阳台大一房一厅 全年七折 可短租 1室1厅,,,,48.00㎡,,1室1厅1卫
独栋·微棠青年公寓 山咀头4-4店 超大阳台 可芭比Q 1室1厅,,,,50.00㎡,,1室1厅1卫
整租·麒麟花园A区 1室1厅 北,南山区,南头,麒麟花园A区,48.59㎡,北,1室1厅1卫
整租·深房传麒景苑 1室1厅 西,福田区,香梅北,深房传麒景苑,45.00㎡,西,1室1厅1卫
整租·沙河观景阁 1室0厅 北,南山区,白石洲,沙河观景阁,46.78㎡,北,1室0厅1卫
整租·凯丽花园 1室1厅 北,南山区,科技园,凯丽花园,50.00㎡,北,1室1厅1卫
整租·皇庭香格里花园 1室1厅 南/北,南山区,西丽,皇庭香格里花园,45.00㎡,南 北,1室1厅1卫
整租·华联城市全景壹号 1室0厅 西南,宝安区,新安,华联城市全景壹号,48.00㎡,西南,1室0厅1卫
整租·置地逸轩 1室1厅 南,罗湖区,春风路,置地逸轩,47.00㎡,南,1室1厅1卫
整租·港岛银座 1室1厅 东南,罗湖区,地王,港岛银座,60.00㎡,东南,1室1厅1卫
整租·合正荣悦 1室2厅 东南,罗湖区,黄贝岭,合正荣悦,48.00㎡,东南,1室2厅1卫
整租·金海岸大厦 1室1厅 东,南山区,后海,金海岸大厦,43.00㎡,东,1室1厅1卫
整租·现代之窗 1室0厅 南,福田区,华强北,现代之窗,50.00㎡,南,1室0厅1卫
整租·港岛银座 1室1厅 东南,罗湖区,地王,港岛银座,59.81㎡,东南,1室1厅1卫
整租·TT国际公寓 1室1厅 东北,福田区,景田,TT国际公寓,44.95㎡,东北,1室1厅1卫
整租·香珠花园 1室1厅 南,福田区,香蜜湖,香珠花园,57.00㎡,南,1室1厅1卫
整租·金茂礼都 1室1厅 北,福田区,华强北,金茂礼都,47.00㎡,北,1室1厅1卫
整租·创世纪滨海花园 1室1厅 东,南山区,科技园,创世纪滨海花园,52.00㎡,东,1室1厅1卫
整租·七街公馆 1室1厅 西南,福田区,香梅北,七街公馆,46.00㎡,西南,1室1厅1卫
整租·星座大厦 1室1厅 西北,福田区,石厦,星座大厦,43.00㎡,西北,1室1厅1卫
整租·蓝郡公馆 1室1厅 东南,盐田区,沙头角,蓝郡公馆,52.00㎡,东南,1室1厅1卫
整租·阳光粤海 1室1厅 东南,南山区,科技园,阳光粤海,42.00㎡,东南,1室1厅1卫
整租·水湾1979一期 1室1厅 东,南山区,蛇口,水湾1979一期,43.00㎡,东,1室1厅1卫
整租·中电信息大厦 1室0厅 南,福田区,景田,中电信息大厦,46.57㎡,南,1室0厅0卫
整租·天泽花园 1室1厅 东,福田区,皇岗,天泽花园,50.00㎡,东,1室1厅1卫
整租·世纪村一期 1室1厅 东南/南,南山区,红树湾,世纪村一期,50.00㎡,东南 南,1室1厅1卫
整租·七街公馆 1室1厅 南,福田区,香梅北,七街公馆,43.56㎡,南,1室1厅1卫
整租·皇御苑一期 1室1厅 西,福田区,皇岗,皇御苑一期,42.00㎡,西,1室1厅1卫
整租·南溪新苑 1室1厅 西南,福田区,新洲,南溪新苑,41.33㎡,西南,1室1厅1卫
整租·国际文化大厦 1室1厅 南,福田区,华强南,国际文化大厦,47.00㎡,南,1室1厅0卫
整租·深蓝公寓 1室1厅 东南,南山区,后海,深蓝公寓,43.00㎡,东南,1室1厅1卫
整租·大冲新城花园 1室1厅 西,南山区,科技园,大冲新城花园,50.00㎡,西,1室1厅1卫
整租·深房传麒景苑 1室1厅 南,福田区,香梅北,深房传麒景苑,45.00㎡,南,1室1厅1卫
整租·泰安轩 1室1厅 东南,福田区,车公庙,泰安轩,49.71㎡,东南,1室1厅1卫
整租·花好园 1室1厅 北,福田区,上下沙,花好园,40.00㎡,北,1室1厅1卫
整租·深业岭秀名苑 1室1厅 南,福田区,莲花,深业岭秀名苑,51.61㎡,南,1室1厅1卫
整租·金茂礼都 1室1厅 北,福田区,华强北,金茂礼都,42.67㎡,北,1室1厅1卫
整租·星河盛世花园 1室1厅 南,龙华区,梅林关,星河盛世花园,46.00㎡,南,1室1厅1卫
整租·中电信息大厦 1室0厅 南,福田区,景田,中电信息大厦,52.94㎡,南,1室0厅0卫
独栋·源澳公寓 高新园店 大冲50平1室1厅招租 1室1厅,,,,50.00㎡,,1室1厅1卫
整租·财富广场 1室1厅 南,福田区,香蜜湖,财富广场,48.00㎡,南,1室1厅1卫
整租·荔园新村(杜鹃山西街) 1室1厅 南,南山区,华侨城,荔园新村(杜鹃山西街),58.00㎡,南,1室1厅1卫
独栋·源澳公寓 高新园店 大冲50平1室1厅 1室1厅,,,,50.00㎡,,1室1厅1卫
独栋·麦芽寓 2栋1D座店 地铁口小区1室1厅 1室1厅,,,,50.00㎡,,1室1厅1卫
整租·东方银座公馆 1室1厅 西,南山区,前海,东方银座公馆,51.76㎡,西,1室1厅1卫
整租·祥云天都世纪大厦 1室1厅 西北,福田区,新洲,祥云天都世纪大厦,50.00㎡,西北,1室1厅1卫
整租·TT国际公寓 1室1厅 东北,福田区,景田,TT国际公寓,45.00㎡,东北,1室1厅1卫
整租·佳兆业金翠园 1室1厅 东南,罗湖区,翠竹,佳兆业金翠园,58.00㎡,东南,1室1厅1卫
整租·星座大厦 1室1厅 东北,福田区,石厦,星座大厦,45.50㎡,东北,1室1厅1卫
整租·深房传麒景苑 1室1厅 西,福田区,香梅北,深房传麒景苑,45.00㎡,西,1室1厅1卫
整租·佳兆业金翠园 1室1厅 东,罗湖区,翠竹,佳兆业金翠园,56.00㎡,东,1室1厅1卫
整租·皇庭香格里花园 1室1厅 南/北,南山区,西丽,皇庭香格里花园,45.00㎡,南 北,1室1厅1卫
整租·保发大厦 1室0厅 东南,盐田区,沙头角,保发大厦,45.00㎡,东南,1室0厅0卫
整租·深业泰富广场 1室1厅 南,罗湖区,笋岗,深业泰富广场,49.00㎡,南,1室1厅1卫
整租·创世纪滨海花园 1室1厅 东,南山区,科技园,创世纪滨海花园,52.00㎡,东,1室1厅1卫
整租·七街公馆 1室1厅 西南,福田区,香梅北,七街公馆,46.00㎡,西南,1室1厅1卫
整租·星座大厦 1室1厅 西北,福田区,石厦,星座大厦,43.00㎡,西北,1室1厅1卫
独栋·朗诗寓 福田中心店（华强路站） 汉国中心旁特惠全景窗 开间,,,,43.50㎡,,1室0厅1卫
独栋·朗诗寓 福田中心店（华强路站） 可短租口岸旁高层全景 1室1厅,,,,45.00㎡,,1室1厅1卫
整租·蓝郡公馆 1室1厅 东南,盐田区,沙头角,蓝郡公馆,52.00㎡,东南,1室1厅1卫
整租·阳光粤海 1室1厅 东南,南山区,科技园,阳光粤海,42.00㎡,东南,1室1厅1卫
整租·水湾1979一期 1室1厅 东,南山区,蛇口,水湾1979一期,43.00㎡,东,1室1厅1卫
整租·天欣花园三期 1室1厅 南,宝安区,福永,天欣花园三期,42.00㎡,南,1室1厅1卫
整租·佳兆业时代大厦 1室1厅 东南,龙岗区,大运新城,佳兆业时代大厦,42.00㎡,东南,1室1厅1卫
独栋·诚安居公寓 马蹄山村店 精装居家大一房一厅 1室1厅,,,,42.80㎡,,1室1厅1卫
整租·会展湾·中港广场 1室0厅 西南,宝安区,沙井,会展湾·中港广场,42.00㎡,西南,1室0厅1卫
整租·水云间雅居 1室1厅 复式 东南,盐田区,梅沙,水云间雅居,52.34㎡,东南,1室1厅1卫
整租·大澎花园 1室1厅 西南/西北,罗湖区,新秀,大澎花园,43.28㎡,西南 西北,1室1厅1卫
独栋·住我家公寓· 光雅园店 （不短租）地铁站400米首租精装阳台一房 1室1厅,,,,45.00㎡,,1室1厅1卫
整租·国展苑 1室1厅 东,龙岗区,布吉关,国展苑,48.15㎡,东,1室1厅1卫
整租·会展湾·中港广场 1室0厅 东,宝安区,沙井,会展湾·中港广场,42.00㎡,东,1室0厅1卫
整租·龙光玖云著 1室1厅 南,坪山区,坪山,龙光玖云著,43.00㎡,南,1室1厅1卫
整租·海川阁 1室1厅 南,盐田区,盐田港,海川阁,47.00㎡,南,1室1厅1卫
整租·远洋新天地水岸花园 1室0厅 南,龙岗区,龙岗中心城,远洋新天地水岸花园,46.00㎡,南,1室0厅1卫
独栋·住我家公寓· 光雅园店 （不短租）光雅园采光超级好的一房一厅 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·微棠青年公寓 白石龙42号店 可短租 独立厨房 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·微棠青年公寓 元芬36店 情侣阳台大一房 棒 1室1厅,,,,46.00-50.00㎡,,1室1厅1卫
整租·会展湾·中港广场 1室0厅 南,宝安区,沙井,会展湾·中港广场,42.00㎡,南,1室0厅1卫
整租·会展湾水岸 1室1厅 东南,宝安区,福永,会展湾水岸,42.00㎡,东南,1室1厅1卫
独栋·微棠青年公寓 沙元埔33号店 无敌一房 1室1厅,,,,41.00-50.00㎡,,1室1厅1卫
独栋·niuHouse 弓村店 阳光大一房一厅 1室1厅,,,,40.00㎡,,1室1厅1卫
整租·会展湾·中港广场 1室0厅 东南/南,宝安区,沙井,会展湾·中港广场,42.00㎡,东南 南,1室0厅1卫
整租·会展湾·中港广场 1室0厅 南,宝安区,沙井,会展湾·中港广场,42.00㎡,南,1室0厅1卫
独栋·微棠青年公寓 龙胜255店 龙胜地铁口阳台一房 可以养宠物 1室1厅,,,,48.00-50.00㎡,,1室1厅1卫
独栋·微棠青年公寓 红山51号店 清闲小筑（一房一厅） 1室1厅,,,,50.00㎡,,1室1厅1卫
整租·会展湾·中港广场 1室0厅 东南,宝安区,沙井,会展湾·中港广场,42.00㎡,东南,1室0厅1卫
独栋·微棠青年公寓 红山51号店 碧水间（一房一厅） 1室1厅,,,,50.00㎡,,1室1厅1卫
