名称,区,板块,具体地址,面积（㎡）,房型,租价（元/月）
整租·裕华明珠 2室1厅 北,鼎城区,桥南,裕华明珠,120.00㎡,北,2室1厅1卫
整租·龙昌滨湖苑 2室2厅 南,武陵区,宏大,龙昌滨湖苑,130.00㎡,南,2室2厅2卫
整租·水榭花城中城一期 2室2厅 南,武陵区,滨湖公园,水榭花城中城一期,120.00㎡,南,2室2厅1卫
整租·假日大厦 2室0厅 南,武陵区,北站,假日大厦,115.00㎡,南,2室0厅1卫
整租·中原德景园 3室2厅 南,武陵区,白马湖,中原德景园,108.00㎡,南,3室2厅2卫
整租·恒大御龙天峰 3室2厅 南,武陵区,火车站,恒大御龙天峰,99.62㎡,南,3室2厅1卫
整租·阳光花城 3室2厅 东南/南,武陵区,地区医院,阳光花城,146.00㎡,东南 南,3室2厅2卫
整租·紫华园 3室2厅 南/北,武陵区,滨湖公园,紫华园,145.00㎡,南 北,3室2厅2卫
整租·幸福小区 3室2厅 西南,武陵区,火车站,幸福小区,133.00㎡,西南,3室2厅2卫
整租·城西育才小区 3室2厅 南/北,武陵区,宏大,城西育才小区,130.00㎡,南 北,3室2厅2卫
整租·常徳市自来水公司宿舍 3室2厅 南,武陵区,三岔路,常徳市自来水公司宿舍,130.00㎡,南,3室2厅2卫
整租·金鳳川紫 3室2厅 南,武陵区,柳叶湖,金鳳川紫,130.00㎡,南,3室2厅2卫
整租·朝阳新居 3室2厅 南/北,武陵区,鸿升,朝阳新居,135.00㎡,南 北,3室2厅2卫
整租·德山生活湾二期居住小区 3室2厅 东南,鼎城区,德山,德山生活湾二期居住小区,136.00㎡,东南,3室2厅2卫
整租·东方美景二期 3室2厅 南,武陵区,柳叶湖,东方美景二期,140.00㎡,南,3室2厅2卫
整租·洞庭茗苑 3室2厅 南/北,鼎城区,桥南,洞庭茗苑,132.00㎡,南 北,3室2厅2卫
整租·矿山救护队宿舍 3室1厅 北,武陵区,紫桥,矿山救护队宿舍,110.00㎡,北,3室1厅2卫
整租·常德烟机生活二区 3室2厅 南,武陵区,五强溪,常德烟机生活二区,98.00㎡,南,3室2厅1卫
整租·常德烟厂生活三区 3室2厅 南,武陵区,三岔路,常德烟厂生活三区,94.00㎡,南,3室2厅1卫
整租·东苑公寓 3室2厅 南,武陵区,三闾,东苑公寓,110.00㎡,南,3室2厅2卫
整租·牯牛岗社区 3室2厅 南,武陵区,三闾,牯牛岗社区,97.67㎡,南,3室2厅1卫
整租·中建滨江府 3室2厅 南,武陵区,五强溪,中建滨江府,100.00㎡,南,3室2厅2卫
整租·沙港新居 3室2厅 南,武陵区,鸿升,沙港新居,104.00㎡,南,3室2厅1卫
整租·常德碧桂园翘楚棠 3室2厅 南,武陵区,柳叶湖,常德碧桂园翘楚棠,96.00㎡,南,3室2厅2卫
整租·恒大御龙天峰 3室2厅 南/北,武陵区,火车站,恒大御龙天峰,99.60㎡,南 北,3室2厅1卫
整租·恒大御龙天峰 3室2厅 南,武陵区,火车站,恒大御龙天峰,99.60㎡,南,3室2厅2卫
整租·龙湖双珑原著 3室2厅 南,武陵区,火车站,龙湖双珑原著,110.00㎡,南,3室2厅2卫
整租·天润尚城 3室2厅 西,武陵区,白马湖,天润尚城,99.00㎡,西,3室2厅1卫
整租·常德恒大华府 3室2厅 南,武陵区,芷兰,常德恒大华府,103.94㎡,南,3室2厅1卫
整租·中原德景园 3室2厅 南,武陵区,白马湖,中原德景园,109.00㎡,南,3室2厅2卫
整租·万达湖公馆A2区 3室2厅 南,武陵区,白马湖,万达湖公馆A2区,110.00㎡,南,3室2厅1卫
整租·和瑞欢乐城 3室2厅 南,武陵区,火车站,和瑞欢乐城,107.00㎡,南,3室2厅2卫
整租·常德恒大华府 3室2厅 南,武陵区,芷兰,常德恒大华府,108.00㎡,南,3室2厅2卫
整租·公园世家 3室2厅 南,武陵区,白马湖,公园世家,103.00㎡,南,3室2厅1卫
整租·公园世家 3室2厅 南,武陵区,白马湖,公园世家,103.00㎡,南,3室2厅2卫
整租·公园世家 3室2厅 南/北,武陵区,白马湖,公园世家,104.00㎡,南 北,3室2厅2卫
整租·华邦国际 3室2厅 南,鼎城区,桥南,华邦国际,100.00㎡,南,3室2厅1卫
整租·公园世家 3室2厅 南,武陵区,白马湖,公园世家,103.52㎡,南,3室2厅2卫
整租·中原德景园 3室2厅 南,武陵区,白马湖,中原德景园,109.00㎡,南,3室2厅2卫
整租·中原德景园 3室2厅 南,武陵区,白马湖,中原德景园,108.00㎡,南,3室2厅2卫
整租·金凌花苑 3室2厅 南/北,武陵区,白马湖,金凌花苑,107.00㎡,南 北,3室2厅2卫
整租·浙商广场 3室2厅 南,武陵区,紫桥,浙商广场,107.00㎡,南,3室2厅1卫
整租·浙商广场 3室2厅 南,武陵区,紫桥,浙商广场,110.00㎡,南,3室2厅1卫
整租·中原德景园 3室2厅 南,武陵区,白马湖,中原德景园,109.00㎡,南,3室2厅2卫
整租·公园世家 3室2厅 南/北,武陵区,白马湖,公园世家,108.00㎡,南 北,3室2厅1卫
整租·芷兰公馆 3室2厅 南,武陵区,芷兰,芷兰公馆,103.00㎡,南,3室2厅2卫
整租·星河城 3室2厅 南,武陵区,火车站,星河城,96.00㎡,南,3室2厅1卫
整租·东水岸 3室2厅 南,武陵区,三闾,东水岸,103.00㎡,南,3室2厅2卫
整租·愿景铂悦府 3室2厅 南,鼎城区,德山,愿景铂悦府,95.00㎡,南,3室2厅1卫
整租·第一人民医院宿舍 3室2厅 南,武陵区,地区医院,第一人民医院宿舍,100.00㎡,南,3室2厅1卫
整租·常德恒大华府 3室2厅 南,武陵区,芷兰,常德恒大华府,90.00㎡,南,3室2厅1卫
整租·荷塘月色 3室2厅 南,武陵区,火车站,荷塘月色,110.00㎡,南,3室2厅2卫
整租·恒盛华园 3室2厅 南,武陵区,三闾,恒盛华园,110.00㎡,南,3室2厅2卫
整租·捌海▪常德公馆 3室2厅 南/北,鼎城区,桥南,捌海▪常德公馆,92.00㎡,南 北,3室2厅1卫
整租·常德碧桂园翘楚棠 3室2厅 南/北,武陵区,柳叶湖,常德碧桂园翘楚棠,105.00㎡,南 北,3室2厅2卫
整租·星语林汀湘湖畔 3室2厅 南,武陵区,柳叶湖,星语林汀湘湖畔,91.00㎡,南,3室2厅1卫
整租·西园社区 3室2厅 南,武陵区,宏大,西园社区,95.00㎡,南,3室2厅1卫
整租·星语林汀湘湖畔 3室2厅 南,武陵区,柳叶湖,星语林汀湘湖畔,91.00㎡,南,3室2厅1卫
整租·德鑫莲花天街 3室2厅 东南,鼎城区,德山,德鑫莲花天街,106.00㎡,东南,3室2厅2卫
整租·常德碧桂园翘楚棠 3室2厅 南/北,武陵区,柳叶湖,常德碧桂园翘楚棠,105.00㎡,南 北,3室2厅2卫
整租·盛唐四月天 3室2厅 南,武陵区,地区医院,盛唐四月天,96.00㎡,南,3室2厅1卫
整租·塞纳阳光 3室2厅 南,武陵区,五强溪,塞纳阳光,97.00㎡,南,3室2厅1卫
整租·荷塘月色 3室2厅 南,武陵区,火车站,荷塘月色,110.00㎡,南,3室2厅2卫
整租·市政府机关宿舍二院 3室2厅 南,武陵区,紫桥,市政府机关宿舍二院,100.00㎡,南,3室2厅1卫
整租·汇景城 3室2厅 南,武陵区,白马湖,汇景城,102.00㎡,南,3室2厅1卫
整租·沙河小区 3室2厅 东南/南,武陵区,地区医院,沙河小区,100.00㎡,东南 南,3室2厅1卫
整租·鸿运名苑 3室2厅 南,武陵区,五强溪,鸿运名苑,106.00㎡,南,3室2厅1卫
整租·临江雅苑 3室2厅 南,武陵区,北站,临江雅苑,110.00㎡,南,3室2厅1卫
整租·市人大宿舍 3室2厅 南,武陵区,宏大,市人大宿舍,104.00㎡,南,3室2厅1卫
整租·广电花园 3室2厅 南,武陵区,宏大,广电花园,100.00㎡,南,3室2厅1卫
整租·捌海▪常德公馆 3室2厅 南,鼎城区,桥南,捌海▪常德公馆,90.60㎡,南,3室2厅1卫
整租·紫御豪庭 3室2厅 南,鼎城区,桥南,紫御豪庭,105.00㎡,南,3室2厅2卫
整租·西园社区 3室2厅 南,武陵区,宏大,西园社区,90.00㎡,南,3室2厅1卫
整租·常德碧桂园翘楚棠 3室2厅 南,武陵区,柳叶湖,常德碧桂园翘楚棠,96.00㎡,南,3室2厅2卫
整租·水文花苑 3室1厅 南,武陵区,地区医院,水文花苑,110.00㎡,南,3室1厅1卫
整租·金和嘉苑 3室2厅 南/北,武陵区,三闾,金和嘉苑,90.00㎡,南 北,3室2厅1卫
整租·捌海▪常德公馆 3室2厅 南,鼎城区,桥南,捌海▪常德公馆,90.00㎡,南,3室2厅1卫
整租·常电小区北二院 3室1厅 南/北,武陵区,滨湖公园,常电小区北二院,90.00㎡,南 北,3室1厅1卫
整租·西园社区 3室2厅 南,武陵区,宏大,西园社区,102.00㎡,南,3室2厅1卫
整租·湖南文理学院芙蓉学院西校区 3室2厅 南,武陵区,文理学院,湖南文理学院芙蓉学院西校区,110.00㎡,南,3室2厅1卫
整租·怡景御园 3室2厅 南,武陵区,火车站,怡景御园,108.00㎡,南,3室2厅2卫
整租·碧桂园天悦湾 3室2厅 南,鼎城区,桥南,碧桂园天悦湾,110.00㎡,南,3室2厅2卫
整租·常德市武陵阁商厦 3室2厅 南,武陵区,步行街,常德市武陵阁商厦,108.00㎡,南,3室2厅2卫
整租·德源康城 3室2厅 南,鼎城区,德山,德源康城,103.00㎡,南,3室2厅1卫
整租·捌海▪常德公馆 3室2厅 南,鼎城区,桥南,捌海▪常德公馆,90.00㎡,南,3室2厅1卫
整租·荷塘月色 3室2厅 南/北,武陵区,火车站,荷塘月色,110.00㎡,南 北,3室2厅2卫
整租·纤维检验监督管理局宿舍 3室2厅 南,武陵区,北站,纤维检验监督管理局宿舍,95.00㎡,南,3室2厅1卫
整租·东星熙城 3室2厅 东南,武陵区,白马湖,东星熙城,107.00㎡,东南,3室2厅2卫
整租·第一人民医院宿舍 3室2厅 南,武陵区,地区医院,第一人民医院宿舍,100.00㎡,南,3室2厅1卫
整租·福广安置小区 3室2厅 南,鼎城区,桥南,福广安置小区,108.00㎡,南,3室2厅1卫
整租·荷塘月色 3室2厅 南,武陵区,火车站,荷塘月色,110.00㎡,南,3室2厅2卫
整租·茉莉村 3室1厅 南,武陵区,紫桥,茉莉村,98.00㎡,南,3室1厅1卫
整租·常德市道路运输服务中心武陵区分中心宿舍 3室2厅 南,武陵区,宏大,常德市道路运输服务中心武陵区分中心宿舍,103.00㎡,南,3室2厅1卫
整租·紫御豪庭 3室2厅 南,鼎城区,桥南,紫御豪庭,96.00㎡,南,3室2厅1卫
整租·绿地新都会 3室2厅 东南,鼎城区,德山,绿地新都会,90.00㎡,东南,3室2厅1卫
整租·常德广播电视局宿舍 3室2厅 南,武陵区,宏大,常德广播电视局宿舍,110.00㎡,南,3室2厅1卫
整租·博大江山如画二期 3室2厅 南,鼎城区,桥南,博大江山如画二期,90.00㎡,南,3室2厅1卫
整租·善建人家 3室2厅 南/北,武陵区,柳叶湖,善建人家,90.00㎡,南 北,3室2厅1卫
整租·城西育才路商住楼 3室2厅 南,武陵区,滨湖公园,城西育才路商住楼,108.38㎡,南,3室2厅1卫
整租·江南大院 3室2厅 南,鼎城区,桥南,江南大院,105.00㎡,南,3室2厅1卫
整租·常徳市自来水公司宿舍 3室2厅 南,武陵区,三岔路,常徳市自来水公司宿舍,100.00㎡,南,3室2厅1卫
整租·家饰建材城 3室2厅 南,武陵区,火车站,家饰建材城,110.00㎡,南,3室2厅1卫
整租·常德恒大华府 3室2厅 南,武陵区,芷兰,常德恒大华府,104.00㎡,南,3室2厅1卫
整租·恒大御龙天峰 3室1厅 南,武陵区,火车站,恒大御龙天峰,100.00㎡,南,3室1厅1卫
整租·常德烟机生活二区 3室2厅 南,武陵区,五强溪,常德烟机生活二区,98.00㎡,南,3室2厅1卫
整租·常德烟厂生活三区 3室2厅 南,武陵区,三岔路,常德烟厂生活三区,94.00㎡,南,3室2厅1卫
整租·梦里水乡 3室2厅 南,武陵区,紫桥,梦里水乡,99.00㎡,南,3室2厅1卫
整租·尊德天城小区 3室2厅 复式 东/北,鼎城区,德山,尊德天城小区,100.00㎡,东 北,3室2厅2卫
整租·电力西苑 3室2厅 南/北,武陵区,三岔路,电力西苑,100.00㎡,南 北,3室2厅1卫
整租·育才西苑 3室2厅 南,武陵区,北站,育才西苑,105.00㎡,南,3室2厅1卫
整租·常德市民政局宿舍 3室2厅 南,武陵区,步行街,常德市民政局宿舍,108.00㎡,南,3室2厅1卫
整租·博大·江山如画一期 3室2厅 南,鼎城区,桥南,博大·江山如画一期,109.00㎡,南,3室2厅2卫
整租·东城尚品 3室2厅 东南/南,武陵区,甘露寺,东城尚品,98.00㎡,东南 南,3室2厅1卫
整租·嘉美豪庭 3室2厅 南,鼎城区,桥南,嘉美豪庭,104.00㎡,南,3室2厅1卫
整租·皂果小区西区 3室2厅 南,武陵区,三岔路,皂果小区西区,98.00㎡,南,3室2厅1卫
整租·西园社区 3室2厅 南,武陵区,宏大,西园社区,107.83㎡,南,3室2厅1卫
整租·中医院宿舍 3室2厅 南,武陵区,紫桥,中医院宿舍,92.00㎡,南,3室2厅1卫
整租·东城明珠 3室2厅 南,武陵区,三闾,东城明珠,91.00㎡,南,3室2厅1卫
整租·茉莉村 3室2厅 南/北,武陵区,紫桥,茉莉村,100.00㎡,南 北,3室2厅1卫
整租·方家巷社区 3室2厅 南,武陵区,地区医院,方家巷社区,92.00㎡,南,3室2厅1卫
整租·泽云幸福里 3室2厅 南,武陵区,火车站,泽云幸福里,97.00㎡,南,3室2厅2卫
整租·南坪石长铁路宿舍 3室2厅 南,武陵区,火车站,南坪石长铁路宿舍,91.00㎡,南,3室2厅1卫
整租·霞山泰兴园 3室2厅 东南,武陵区,滨湖公园,霞山泰兴园,102.00㎡,东南,3室2厅1卫
整租·西园社区 3室2厅 南,武陵区,宏大,西园社区,100.00㎡,南,3室2厅1卫
整租·紫桥小区 3室2厅 西南,武陵区,紫桥,紫桥小区,100.00㎡,西南,3室2厅1卫
整租·湘北第一村 3室2厅 南,武陵区,紫桥,湘北第一村,100.00㎡,南,3室2厅1卫
整租·再就业广场 3室1厅 东南,鼎城区,德山,再就业广场,104.70㎡,东南,3室1厅1卫
整租·常德市第五人民医院宿舍 3室2厅 南,武陵区,宏大,常德市第五人民医院宿舍,100.00㎡,南,3室2厅1卫
整租·常德市道路运输服务中心武陵区分中心宿舍 3室2厅 南,武陵区,宏大,常德市道路运输服务中心武陵区分中心宿舍,103.26㎡,南,3室2厅1卫
整租·常德恒大华府 3室2厅 南,武陵区,芷兰,常德恒大华府,105.00㎡,南,3室2厅1卫
整租·南坪石长铁路宿舍 3室2厅 南,武陵区,火车站,南坪石长铁路宿舍,93.00㎡,南,3室2厅1卫
整租·十一中宿舍 3室2厅 南,武陵区,紫桥,十一中宿舍,100.00㎡,南,3室2厅1卫
整租·常青大厦 3室2厅 南,武陵区,高山街,常青大厦,106.00㎡,南,3室2厅1卫
整租·捌海▪常德公馆 3室2厅 南,鼎城区,桥南,捌海▪常德公馆,90.00㎡,南,3室2厅1卫
整租·星语林汀湘湖畔 3室2厅 南,武陵区,柳叶湖,星语林汀湘湖畔,100.00㎡,南,3室2厅1卫
整租·茉莉村 3室1厅 南,武陵区,紫桥,茉莉村,98.00㎡,南,3室1厅1卫
整租·常德市水利局人民东路宿舍 3室2厅 东南/南,武陵区,地区医院,常德市水利局人民东路宿舍,90.00㎡,东南 南,3室2厅1卫
整租·汇景城 3室2厅 南,武陵区,白马湖,汇景城,105.00㎡,南,3室2厅1卫
整租·庆丰社区第十八组 3室2厅 南,武陵区,三闾,庆丰社区第十八组,98.00㎡,南,3室2厅1卫
整租·常德市强戒所干部宿舍 3室2厅 南/西南,武陵区,高山街,常德市强戒所干部宿舍,102.00㎡,南 西南,3室2厅1卫
整租·皂果小区西区 3室2厅 南/北,武陵区,三岔路,皂果小区西区,100.00㎡,南 北,3室2厅1卫
整租·三闾小区 3室2厅 南,武陵区,三闾,三闾小区,100.00㎡,南,3室2厅1卫
整租·金盛小区 3室2厅 南,武陵区,三闾,金盛小区,108.00㎡,南,3室2厅1卫
整租·希豪苑 3室2厅 南,武陵区,三闾,希豪苑,110.00㎡,南,3室2厅1卫
整租·市政府机关宿舍二院 3室1厅 南/北,武陵区,紫桥,市政府机关宿舍二院,90.00㎡,南 北,3室1厅1卫
整租·景福公寓 3室2厅 南,武陵区,五强溪,景福公寓,107.00㎡,南,3室2厅2卫
整租·龙湖双珑原著 3室2厅 南,武陵区,火车站,龙湖双珑原著,110.00㎡,南,3室2厅2卫
整租·家饰建材城 3室2厅 南,武陵区,火车站,家饰建材城,97.12㎡,南,3室2厅1卫
整租·高车社区 3室2厅 南,武陵区,五强溪,高车社区,90.00㎡,南,3室2厅1卫
整租·石油公司宿舍 3室2厅 南/北,武陵区,宏大,石油公司宿舍,98.00㎡,南 北,3室2厅1卫
整租·家饰建材城 3室1厅 南/北,武陵区,火车站,家饰建材城,100.00㎡,南 北,3室1厅1卫
整租·华西小区 3室2厅 南,武陵区,北站,华西小区,107.00㎡,南,3室2厅1卫
整租·西苑新村 3室2厅 南,武陵区,五强溪,西苑新村,90.00㎡,南,3室2厅1卫
整租·皂果东区 3室2厅 南,武陵区,宏大,皂果东区,100.00㎡,南,3室2厅1卫
整租·常德烟机生活一区 3室2厅 南/北,武陵区,五强溪,常德烟机生活一区,91.00㎡,南 北,3室2厅1卫
整租·金城小区 3室2厅 南,武陵区,三岔路,金城小区,107.00㎡,南,3室2厅2卫
整租·家饰建材城 3室1厅 南,武陵区,火车站,家饰建材城,90.00㎡,南,3室1厅1卫
整租·金城小区 3室2厅 南,武陵区,三岔路,金城小区,101.00㎡,南,3室2厅1卫
整租·紫桥小区 3室2厅 南/北,武陵区,紫桥,紫桥小区,98.00㎡,南 北,3室2厅1卫
整租·南坪石长铁路宿舍 3室1厅 南,武陵区,火车站,南坪石长铁路宿舍,90.00㎡,南,3室1厅1卫
整租·三闾片区电力局宿舍 3室2厅 南,武陵区,三闾,三闾片区电力局宿舍,110.00㎡,南,3室2厅1卫
整租·芙蓉生活一区 3室2厅 南,武陵区,三岔路,芙蓉生活一区,94.00㎡,南,3室2厅2卫
整租·江南大院 3室2厅 南/北,鼎城区,桥南,江南大院,106.00㎡,南 北,3室2厅1卫
整租·东苑公寓 3室2厅 南,武陵区,三闾,东苑公寓,98.00㎡,南,3室2厅1卫
整租·电信花园 3室2厅 南,武陵区,火车站,电信花园,106.00㎡,南,3室2厅2卫
整租·湖南德力电建 3室2厅 南/北,武陵区,地区医院,湖南德力电建,100.00㎡,南 北,3室2厅1卫
整租·西郊花园 3室2厅 南,武陵区,五强溪,西郊花园,120.00㎡,南,3室2厅2卫
整租·东信大厦 3室2厅 南,武陵区,三闾,东信大厦,120.00㎡,南,3室2厅2卫
整租·三闾片区电力局宿舍 3室1厅 南/北,武陵区,三闾,三闾片区电力局宿舍,120.00㎡,南 北,3室1厅1卫
整租·霞山江南園 3室2厅 南/北,武陵区,甘露寺,霞山江南園,115.00㎡,南 北,3室2厅2卫
整租·碧桂园天悦湾 3室2厅 南/北,鼎城区,桥南,碧桂园天悦湾,123.14㎡,南 北,3室2厅2卫
整租·南坪石长铁路宿舍 3室2厅 南/北,武陵区,火车站,南坪石长铁路宿舍,110.00㎡,南 北,3室2厅1卫
整租·甘露寺小区 3室2厅 南,武陵区,三闾,甘露寺小区,120.00㎡,南,3室2厅1卫
整租·穿紫河•月畔湾 3室2厅 南,武陵区,鸿升,穿紫河•月畔湾,127.00㎡,南,3室2厅2卫
整租·三闾小区 3室2厅 南/北,武陵区,三闾,三闾小区,120.00㎡,南 北,3室2厅2卫
整租·碧桂园天悦湾 3室2厅 南,鼎城区,桥南,碧桂园天悦湾,119.00㎡,南,3室2厅2卫
整租·三闾片区电力局宿舍 3室2厅 南,武陵区,三闾,三闾片区电力局宿舍,110.00㎡,南,3室2厅1卫
整租·泓德园 3室2厅 东南,鼎城区,德山,泓德园,126.00㎡,东南,3室2厅2卫
整租·烟草专卖局宿舍 3室2厅 南,武陵区,宏大,烟草专卖局宿舍,130.00㎡,南,3室2厅1卫
整租·善卷小区 3室2厅 南/北,鼎城区,德山,善卷小区,119.70㎡,南 北,3室2厅2卫
整租·三闾港安置小区 3室2厅 南,武陵区,三闾,三闾港安置小区,123.00㎡,南,3室2厅2卫
整租·金华名苑 3室2厅 南,鼎城区,德山,金华名苑,130.00㎡,南,3室2厅2卫
整租·城西育才小区 3室2厅 东/西,武陵区,宏大,城西育才小区,127.12㎡,东 西,3室2厅2卫
整租·芷蘭居 3室2厅 南,武陵区,芷兰,芷蘭居,120.00㎡,南,3室2厅2卫
整租·三闾小区 3室2厅 南,武陵区,三闾,三闾小区,118.00㎡,南,3室2厅1卫
整租·保利中央公园 3室2厅 东南,武陵区,柳叶湖,保利中央公园,118.00㎡,东南,3室2厅2卫
整租·东苑公寓 3室2厅 南/北,武陵区,三闾,东苑公寓,122.90㎡,南 北,3室2厅1卫
整租·湘北新村 3室2厅 东南/南,武陵区,北站,湘北新村,124.00㎡,东南 南,3室2厅1卫
整租·汇美家居广场 3室2厅 南,武陵区,白马湖,汇美家居广场,120.00㎡,南,3室2厅1卫
整租·聚宝安置小区 3室2厅 南,武陵区,五强溪,聚宝安置小区,118.00㎡,南,3室2厅2卫
整租·常德市公路局宿舍 3室2厅 南,武陵区,三岔路,常德市公路局宿舍,114.39㎡,南,3室2厅1卫
整租·汽贸宿舍 3室2厅 南,武陵区,宏大,汽贸宿舍,120.00㎡,南,3室2厅1卫
整租·江南雅苑 3室2厅 南/北,鼎城区,桥南,江南雅苑,124.00㎡,南 北,3室2厅2卫
整租·福慧公寓 3室2厅 南,武陵区,三岔路,福慧公寓,128.00㎡,南,3室2厅2卫
整租·绿岛小区 3室2厅 南,武陵区,三闾,绿岛小区,124.00㎡,南,3室2厅2卫
整租·公务员小区 3室2厅 南/北,武陵区,三闾,公务员小区,125.00㎡,南 北,3室2厅2卫
整租·常德恒大华府 3室2厅 南,武陵区,芷兰,常德恒大华府,108.00㎡,南,3室2厅1卫
整租·星河城B区 3室2厅 南,武陵区,火车站,星河城B区,110.00㎡,南,3室2厅2卫
整租·常德烟厂生活三区 3室2厅 南/北,武陵区,三岔路,常德烟厂生活三区,95.13㎡,南 北,3室2厅1卫
整租·三一翡翠湾 3室2厅 南/北,武陵区,三闾,三一翡翠湾,91.00㎡,南 北,3室2厅2卫
整租·万美花园 3室2厅 东南/南,武陵区,甘露寺,万美花园,104.00㎡,东南 南,3室2厅1卫
整租·常德恒大华府 3室2厅 南,武陵区,芷兰,常德恒大华府,90.00㎡,南,3室2厅1卫
整租·恒大御龙天峰 3室2厅 南/北,武陵区,火车站,恒大御龙天峰,91.00㎡,南 北,3室2厅1卫
整租·常德恒大华府 3室2厅 南,武陵区,芷兰,常德恒大华府,90.00㎡,南,3室2厅1卫
整租·常德恒大华府 3室2厅 南,武陵区,芷兰,常德恒大华府,90.00㎡,南,3室2厅1卫
整租·常德碧桂园翘楚棠 3室2厅 南,武陵区,柳叶湖,常德碧桂园翘楚棠,98.00㎡,南,3室2厅2卫
整租·星河城B区 3室2厅 南,武陵区,火车站,星河城B区,100.00㎡,南,3室2厅2卫
整租·常德恒大华府 3室2厅 南,武陵区,芷兰,常德恒大华府,107.00㎡,南,3室2厅1卫
整租·常德碧桂园翘楚棠 3室2厅 南,武陵区,柳叶湖,常德碧桂园翘楚棠,95.00㎡,南,3室2厅2卫
整租·星语林汀湘湖畔 3室2厅 南,武陵区,柳叶湖,星语林汀湘湖畔,96.20㎡,南,3室2厅1卫
整租·星语林创客大街 3室2厅 南,武陵区,柳叶湖,星语林创客大街,98.00㎡,南,3室2厅1卫
整租·中南·春溪集 3室2厅 南/北,武陵区,火车站,中南·春溪集,105.00㎡,南 北,3室2厅2卫
整租·七里桥堡 3室2厅 南,武陵区,柳叶湖,七里桥堡,104.00㎡,南,3室2厅1卫
整租·白马 · 青秀 3室2厅 南,武陵区,白马湖,白马 · 青秀,92.00㎡,南,3室2厅1卫
整租·常安育才湾南院 3室2厅 南,武陵区,宏大,常安育才湾南院,109.00㎡,南,3室2厅2卫
整租·常德恒大华府 3室2厅 南,武陵区,芷兰,常德恒大华府,105.00㎡,南,3室2厅1卫
整租·星语林汀湘湖畔 3室2厅 南,武陵区,柳叶湖,星语林汀湘湖畔,92.00㎡,南,3室2厅1卫
整租·常德恒大华府 3室2厅 南,武陵区,芷兰,常德恒大华府,95.00㎡,南,3室2厅1卫
整租·东星熙城 3室2厅 南,武陵区,白马湖,东星熙城,110.00㎡,南,3室2厅2卫
整租·常德恒大华府 3室2厅 南/北,武陵区,芷兰,常德恒大华府,90.00㎡,南 北,3室2厅1卫
整租·星河城 3室2厅 南,武陵区,火车站,星河城,95.00㎡,南,3室2厅1卫
整租·水文花苑 3室2厅 南,武陵区,地区医院,水文花苑,110.00㎡,南,3室2厅1卫
整租·常德恒大华府 3室2厅 南,武陵区,芷兰,常德恒大华府,93.00㎡,南,3室2厅1卫
