名称,区,板块,具体地址,面积（㎡）,房型,租价（元/月）
整租·绿地香颂(奉贤)(公寓) 1室1厅 南/北,奉贤,海湾,绿地香颂(奉贤)(公寓),62.10㎡,南 北,1室1厅1卫
独栋·中海友里 上海临港自贸区店 精装一居室 1室1厅,,,,65.00㎡,,1室1厅1卫
整租·新顾城申方苑 1室1厅 南/北,宝山,顾村,新顾城申方苑,66.00㎡,南 北,1室1厅1卫
独栋·中海友里 上海临港自贸区店 可办居住证一居室 1室1厅,,,,65.00㎡,,1室1厅1卫
整租·绿地香颂(奉贤)(公寓) 1室1厅 南,奉贤,海湾,绿地香颂(奉贤)(公寓),62.58㎡,南,1室1厅1卫
整租·青浦万达茂(公寓) 1室1厅 南,青浦,盈浦,青浦万达茂(公寓),62.00㎡,南,1室1厅1卫
整租·绿地金山名邸 1室1厅 南,金山,金山,绿地金山名邸,64.59㎡,南,1室1厅1卫
整租·御景龙庭 1室1厅 南,金山,金山,御景龙庭,62.67㎡,南,1室1厅1卫
整租·绿地香颂(奉贤)(公寓) 1室1厅 南,奉贤,海湾,绿地香颂(奉贤)(公寓),62.16㎡,南,1室1厅1卫
整租·证大朱家角西镇 1室2厅 南,青浦,朱家角,证大朱家角西镇,83.08㎡,南,1室2厅1卫
独栋·柚米寓 日月光店 合租次卧飘窗阳光房，年租特价 1室1厅,,,,15.00㎡,,1室1厅1卫
独栋·柚米寓 日月光店 合租南北次卧特价 开间,,,,12.00㎡,,1室0厅1卫
独栋·青果公寓 南桥航谊路店 品质公寓惠南镇限时特惠精装复式 1室1厅,,,,24.80-27.30㎡,,1室1厅1卫
独栋·青果公寓 南桥航谊路店 品质公寓惠南镇整租一居室 精装独卫限时特惠 开间,,,,20.70㎡,,1室0厅1卫
独栋·青果公寓 南桥航谊路店 品质公寓惠南镇限时特惠复式精装可短租随时看房 1室1厅,,,,24.50-26.30㎡,,1室1厅1卫
独栋·青果公寓 南桥航谊路店 品质公寓惠南镇限时特惠A户型 内窗性价比高 1室1厅,,,,25.00-30.80㎡,,1室1厅1卫
独栋·青果公寓 南桥航谊路店 品质公寓惠南镇公寓直租、限时折扣 开间,,,,25.00-30.80㎡,,1室0厅1卫
独栋·悦徕国际公寓 中山中路店 精装一室户近地铁醉白池 1室1厅,,,,15.00㎡,,1室1厅1卫
独栋·悦徕国际公寓 中山中路店 国庆促销签约12月送一月 开间,,,,15.00-16.00㎡,,1室0厅1卫
独栋·悦徕国际公寓 中山中路店 特价优惠房！签一年送一个月 1室1厅,,,,14.00㎡,,1室1厅1卫
独栋·青年E族人才公寓 松江店 一室户 开间,,,,25.00-35.00㎡,,1室0厅1卫
独栋·易家青年社区 沪闵路店 颛桥精装复式loft 1室1厅,,,,15.00-20.00㎡,,1室1厅1卫
独栋·途步酒店式公寓 嘉定新城店 精装一室户 1室1厅,,,,15.00㎡,,1室1厅1卫
独栋·豌豆公寓 南翔店 复式朝北 开间,,,,14.00㎡,,1室0厅1卫
独栋·同乐公寓 园西路店 落地窗户型 1室1厅,,,,35.00㎡,,1室1厅1卫
独栋·豌豆公寓 马陆镇嘉戬之路店 平层 开间,,,,12.00㎡,,1室0厅1卫
独栋·密爱公寓 中山中路店 A区 1室1厅,,,,15.00㎡,,1室1厅1卫
独栋·贝壳悠悠酒寓 途窝公寓松江新城地铁站店 9号线松江新城  loft小一室户，可月付月租 开间,,,,14.00㎡,,1室0厅1卫
独栋·贝壳悠悠酒寓 馨都公寓松江体育中心地铁站店 内窗大床房B 1个月起租 经济实惠 1室1厅,,,,20.00㎡,,1室1厅1卫
独栋·贝壳悠悠酒寓 馨都公寓松江体育中心地铁站店 特惠大床房 1个月起租 价格实惠 开间,,,,18.00㎡,,1室0厅1卫
独栋·贝壳悠悠酒寓 馨都公寓松江体育中心地铁站店 内窗大床房A 1个月起租 经济实惠 开间,,,,20.00㎡,,1室0厅1卫
独栋·贝壳悠悠酒寓 苹果公寓松江汽车东站店 一室户独立卫生间 月租月付 开间,,,,12.00㎡,,1室0厅1卫
独栋·筱家公寓 沪闵路店 地铁口特价小平层A 1室1厅,,,,18.00㎡,,1室1厅1卫
独栋·筱家公寓 北松公路店 特价小平层 开间,,,,20.00㎡,,1室0厅1卫
独栋·YU·空间 松江店 押金500，月付，温馨公寓精装北欧风 开间,,,,20.00㎡,,1室0厅1卫
独栋·福丰社区 A栋店 电梯阳光地铁房 1室1厅,,,,12.00-25.00㎡,,1室1厅1卫
独栋·苹果公寓 松江汽车东站店 简约内窗一室户 开间,,,,16.00㎡,,1室0厅1卫
独栋·乐乎青年社区 月浦店 年租立减1000元/押一付一/拎包入住 开间,,,,20.00-30.00㎡,,1室0厅1卫
独栋·悦亭公寓 水产西路店 特价房 可短租 月付 开间,,,,13.00-20.00㎡,,1室0厅1卫
独栋·悦徕国际公寓 惠南店 惬意阳台房 开间,,,,35.00㎡,,1室0厅1卫
整租·乾耀东港 1室1厅 南,浦东,泥城镇,乾耀东港,65.34㎡,南,1室1厅1卫
独栋·中海友里公寓 上海松江店 G60人才补贴两室一厅可办居住证 1室1厅,,,,65.00㎡,,1室1厅1卫
整租·新顾城广福苑 1室1厅 南,宝山,顾村,新顾城广福苑,64.50㎡,南,1室1厅1卫
独栋·闲猫国际青年社区 广富林路店 独立厨卫 阳光精选整租大落地窗 1室1厅,,,,53.00-68.00㎡,,1室1厅1卫
整租·新顾城申方苑 1室1厅 南/北,宝山,顾村,新顾城申方苑,63.00㎡,南 北,1室1厅1卫
整租·东唐苑 1室1厅 南,浦东,唐镇,东唐苑,60.00㎡,南,1室1厅1卫
整租·清风雅苑 1室1厅 南,浦东,泥城镇,清风雅苑,60.00㎡,南,1室1厅1卫
整租·练祁佳城盛蔷坊 1室1厅 南,嘉定,菊园新区,练祁佳城盛蔷坊,66.00㎡,南,1室1厅1卫
整租·馨祥佳苑 1室1厅 南,宝山,顾村,馨祥佳苑,65.00㎡,南,1室1厅1卫
整租·长白山路633弄 1室1厅 南,宝山,顾村,长白山路633弄,64.00㎡,南,1室1厅1卫
整租·云帆花苑 1室1厅 南,浦东,泥城镇,云帆花苑,66.00㎡,南,1室1厅1卫
整租·馨祥佳苑 1室1厅 南,宝山,顾村,馨祥佳苑,67.00㎡,南,1室1厅1卫
整租·瑞和华苑北区 1室1厅 南,闵行,闵浦,瑞和华苑北区,60.81㎡,南,1室1厅1卫
整租·新顾城申方苑 1室1厅 南,宝山,顾村,新顾城申方苑,66.00㎡,南,1室1厅1卫
整租·南郊御墅 1室1厅 南/西北,奉贤,南桥,南郊御墅,65.34㎡,南 西北,1室1厅1卫
整租·海龙馨园南区 1室2厅 南,金山,金山,海龙馨园南区,66.00㎡,南,1室2厅1卫
整租·金珠花苑 1室1厅 南/北,崇明,崇明新城,金珠花苑,60.45㎡,南 北,1室1厅1卫
整租·德盈佳园 1室1厅 南,浦东,惠南,德盈佳园,60.70㎡,南,1室1厅1卫
整租·思凡南苑 1室1厅 南,浦东,川沙,思凡南苑,74.47㎡,南,1室1厅1卫
整租·塘西街397弄 1室1厅 南,宝山,罗店,塘西街397弄,64.21㎡,南,1室1厅1卫
整租·红梅小区(嘉定) 1室1厅 南,嘉定,安亭,红梅小区(嘉定),69.17㎡,南,1室1厅1卫
整租·云树仁居 1室1厅 南,浦东,泥城镇,云树仁居,61.52㎡,南,1室1厅1卫
整租·海霞新苑 1室1厅 南,浦东,川沙,海霞新苑,61.15㎡,南,1室1厅1卫
整租·佘北家园丽雅苑 1室1厅 南,松江,佘山,佘北家园丽雅苑,60.47㎡,南,1室1厅1卫
整租·华亭新家银杏苑 1室1厅 南,松江,松江老城,华亭新家银杏苑,60.22㎡,南,1室1厅1卫
整租·馨祥佳苑 1室1厅 南,宝山,顾村,馨祥佳苑,64.00㎡,南,1室1厅1卫
整租·佘北家园茸达苑 1室1厅 东/西,松江,佘山,佘北家园茸达苑,67.60㎡,东 西,1室1厅1卫
整租·青浦万达茂(公寓) 1室1厅 东,青浦,盈浦,青浦万达茂(公寓),61.69㎡,东,1室1厅1卫
整租·青浦万达茂(公寓) 1室1厅 东/南,青浦,盈浦,青浦万达茂(公寓),65.48㎡,东 南,1室1厅1卫
整租·新顾城申方苑 1室1厅 南/北,宝山,顾村,新顾城申方苑,66.00㎡,南 北,1室1厅1卫
整租·鸿音广场 1室1厅 南,浦东,泥城镇,鸿音广场,80.30㎡,南,1室1厅1卫
整租·复兴珑御一期 1室2厅 东,黄浦,老西门,复兴珑御一期,92.00㎡,东,1室2厅1卫
独栋·如元公寓 与非商务宾馆 黄浦区整租轻奢一房两厅 1室2厅,,,,68.00-95.00㎡,,1室2厅1卫
整租·翠湖天地嘉苑 1室2厅 南,黄浦,新天地,翠湖天地嘉苑,91.51㎡,南,1室2厅1卫
独栋·贝壳悠悠酒寓 馨乐庭徐家汇公寓酒店 两房行政套房 1室1厅,,,,92.00㎡,,1室1厅1卫
整租·华润外滩九里 1室2厅 南,黄浦,黄浦滨江,华润外滩九里,90.63㎡,南,1室2厅1卫
整租·九庐 1室1厅 南,浦东,梅园,九庐,88.44㎡,南,1室1厅1卫
整租·翠湖天地嘉苑 1室2厅 南,黄浦,新天地,翠湖天地嘉苑,92.97㎡,南,1室2厅1卫
整租·世茂滨江花园 1室1厅 南,浦东,陆家嘴,世茂滨江花园,85.07㎡,南,1室1厅1卫
独栋·冠寓 上海松江大学城店 免停车费 9月龙湖冠寓品牌直租年租免最后一月房租学生折上折 开间,,,,21.76-23.00㎡,,1室0厅1卫
独栋·宜城 明雷路地铁站店 9号线独门独户，国庆限时特惠，真实有效！ 开间,,,,15.00-18.00㎡,,1室0厅1卫
独栋·玖优公寓 嘉定新城店 C房型 1室1厅,,,,35.00㎡,,1室1厅1卫
独栋·魔方公寓 龙吴路店 限时特惠 可月付 无中介费 开间,,,,18.00㎡,,1室0厅1卫
独栋·魔方公寓 民雷路社区 精装复试 年租免一个月租金 1室1厅,,,,15.00㎡,,1室1厅1卫
独栋·金地草莓社区 北桥店 特价房-支持短租 预算有限 过渡期 开间,,,,15.00-30.00㎡,,1室0厅1卫
独栋·宾治公寓 智善佳公寓 舒适大床房 开间,,,,16.00-18.00㎡,,1室0厅1卫
独栋·宾治公寓 壹家公寓 8005 开间,,,,20.00㎡,,1室0厅1卫
独栋·宾治公寓 智善佳公寓 外窗大户型 开间,,,,18.00㎡,,1室0厅1卫
独栋·唐人青年公寓 九新公路店 九亭青春驿站单间公寓 开间,,,,12.00-25.00㎡,,1室0厅1卫
独栋·悦徕国际公寓 朱行路店 小户型，可月付看房方便，年租首月可减500 开间,,,,12.00㎡,,1室0厅1卫
独栋·悦徕国际公寓 华漕店 九月限时优惠!最高首月减3百 开间,,,,18.00㎡,,1室0厅1卫
独栋·悦徕国际公寓 华漕店 温馨小户型长租可优惠 开间,,,,18.00㎡,,1室0厅1卫
独栋·居馨公寓 科创园盛都公寓 朝阳外窗户型 可长租月付 1室1厅,,,,26.00㎡,,1室1厅1卫
独栋·菁舍 绿地菁舍4号楼 特价整租一室户免费班车直达地铁2号线可办居住证 1室1厅,,,,22.00㎡,,1室1厅1卫
独栋·青年E族人才公寓 松江店 一室户 开间,,,,25.00-35.00㎡,,1室0厅1卫
独栋·菁舍 绿地菁舍7号楼 2号线唐镇 广兰路旁单间独卫 可养宠物 无中介费 押一付一 开间,,,,25.00-26.00㎡,,1室0厅1卫
独栋·佰居公寓 江月路店 单身奶油风高级一室户 开间,,,,20.00㎡,,1室0厅1卫
独栋·优加社区 思家公寓 近沈杜公路特价房 1室1厅,,,,25.00㎡,,1室1厅1卫
独栋·118空间 周浦店 邻18号线、特价外窗、带独卫 1室1厅,,,,26.00㎡,,1室1厅1卫
独栋·智荟公寓 联航路二店 一室户 1室1厅,,,,15.00㎡,,1室1厅1卫
独栋·住家公寓 千居店 预约包水电户型 1室1厅,,,,26.00-30.00㎡,,1室1厅1卫
独栋·寓见芒果 嘉定店 天井窗 1室1厅,,,,25.00㎡,,1室1厅1卫
独栋·易家青年社区 江川路店 交大华师大唯你所衷 1室1厅,,,,30.00㎡,,1室1厅1卫
独栋·易家青年社区 沪闵路店 颛桥精装复式loft 1室1厅,,,,15.00-20.00㎡,,1室1厅1卫
独栋·中海友里公寓 小昆山店 品质租房-独立卫生间单间30平-免费停车 开间,,,,30.00㎡,,1室0厅0卫
独栋·方塘里青年社区 宝山美兰湖二店 房东直租 无中介费 首月再减500 1室1厅,,,,35.00㎡,,1室1厅1卫
独栋·景沧公寓 临沧路店 地铁口励志独居一室户 开间,,,,20.00㎡,,1室0厅1卫
独栋·逗号公寓 上海川沙金汇广场店 川沙金汇广场 拎包入 开间,,,,16.00㎡,,1室0厅1卫
独栋·方塘里青年社区 宝山美兰湖店 首月减500 精装整租一室 可押一付一 0中介服务 1室1厅,,,,25.00㎡,,1室1厅1卫
整租·龙湖霖珑公馆 1室1厅 南,嘉定,嘉定新城,龙湖霖珑公馆,63.89㎡,南,1室1厅1卫
独栋·易家青年社区 北翟路店 快联易家社区大复试 1室1厅,,,,60.00㎡,,1室1厅2卫
整租·三湘四季财富广场 1室1厅 东,松江,松江大学城,三湘四季财富广场,61.07㎡,东,1室1厅1卫
整租·中山文化苑(一期) 1室1厅 南,松江,松江大学城,中山文化苑(一期),62.05㎡,南,1室1厅1卫
整租·兴苑 1室2厅 南/北,嘉定,安亭,兴苑,76.94㎡,南 北,1室2厅1卫
整租·新丰公寓 1室2厅 南,青浦,华新,新丰公寓,60.29㎡,南,1室2厅1卫
整租·上置海景大厦 1室1厅 南,金山,金山,上置海景大厦,79.22㎡,南,1室1厅1卫
整租·中怡家园 1室1厅 南/北,宝山,顾村,中怡家园,64.17㎡,南 北,1室1厅1卫
整租·万科早城(一期) 1室1厅 南,闵行,浦江,万科早城(一期),62.98㎡,南,1室1厅1卫
整租·连城一号 1室1厅 西,奉贤,西渡,连城一号,79.43㎡,西,1室1厅1卫
整租·上置美兰优湖 1室1厅 南,宝山,罗店,上置美兰优湖,79.64㎡,南,1室1厅1卫
整租·润江花苑 1室1厅 南,松江,泗泾,润江花苑,68.00㎡,南,1室1厅1卫
整租·铂悦公馆 1室1厅 南,青浦,盈浦,铂悦公馆,65.00㎡,南,1室1厅1卫
整租·中环泰和里 1室1厅 南,宝山,大场镇,中环泰和里,60.36㎡,南,1室1厅1卫
整租·高景花园 1室1厅 南,青浦,徐泾,高景花园,68.24㎡,南,1室1厅1卫
整租·祁连三村 1室1厅 南,宝山,上大,祁连三村,72.81㎡,南,1室1厅1卫
整租·龙湖霖珑公馆 1室1厅 南/北,嘉定,嘉定新城,龙湖霖珑公馆,60.00㎡,南 北,1室1厅1卫
整租·嘉正国际 1室1厅 南,嘉定,安亭,嘉正国际,68.00㎡,南,1室1厅1卫
整租·万科早城(一期) 1室1厅 南,闵行,浦江,万科早城(一期),60.70㎡,南,1室1厅1卫
整租·连城一号 1室1厅 东,奉贤,西渡,连城一号,76.00㎡,东,1室1厅1卫
整租·东渡青筑 1室1厅 南,青浦,盈浦,东渡青筑,67.95㎡,南,1室1厅1卫
整租·上置美兰优湖 1室1厅 西南,宝山,罗店,上置美兰优湖,68.80㎡,西南,1室1厅1卫
整租·铂悦公馆 1室1厅 南,青浦,盈浦,铂悦公馆,65.44㎡,南,1室1厅1卫
整租·沉香苑一街坊 1室1厅 南,浦东,航头,沉香苑一街坊,69.16㎡,南,1室1厅1卫
整租·铂悦公馆 1室1厅 南,青浦,盈浦,铂悦公馆,66.49㎡,南,1室1厅1卫
整租·松云水苑(公寓) 1室1厅 南,松江,松江大学城,松云水苑(公寓),69.35㎡,南,1室1厅1卫
整租·龙湖霖珑公馆 1室1厅 东,嘉定,嘉定新城,龙湖霖珑公馆,60.00㎡,东,1室1厅1卫
整租·珠江悦公馆 1室1厅 南,青浦,赵巷,珠江悦公馆,61.19㎡,南,1室1厅1卫
整租·铂悦公馆 1室1厅 南,青浦,盈浦,铂悦公馆,65.44㎡,南,1室1厅1卫
整租·保利梧桐语(商业类) 1室2厅 南,嘉定,马陆,保利梧桐语(商业类),67.57㎡,南,1室2厅2卫
整租·柏林映像 1室2厅 南,嘉定,安亭,柏林映像,84.10㎡,南,1室2厅1卫
整租·浦江意优 1室1厅 北,闵行,浦江,浦江意优,99.13㎡,北,1室1厅1卫
整租·上海豪都国际花园(公寓) 1室1厅 南,青浦,徐泾,上海豪都国际花园(公寓),93.19㎡,南,1室1厅1卫
整租·金榜新苑1900弄 1室2厅 东南,闵行,颛桥,金榜新苑1900弄,80.01㎡,东南,1室2厅1卫
整租·龙湖好望山(公寓) 1室1厅 北,松江,松江大学城,龙湖好望山(公寓),82.71㎡,北,1室1厅1卫
整租·盛华景苑 1室1厅 南,徐汇,华泾,盛华景苑,89.00㎡,南,1室1厅1卫
整租·龙湖好望山(公寓) 1室1厅 复式 南,松江,松江大学城,龙湖好望山(公寓),82.00㎡,南,1室1厅1卫
整租·上海源花城 1室1厅 南,松江,九亭,上海源花城,84.19㎡,南,1室1厅1卫
整租·上置美兰优湖 1室1厅 南,宝山,罗店,上置美兰优湖,89.00㎡,南,1室1厅1卫
整租·上置美兰优湖 1室1厅 南,宝山,罗店,上置美兰优湖,98.33㎡,南,1室1厅1卫
整租·贵龙园 1室2厅 南,浦东,塘桥,贵龙园,105.00㎡,南,1室2厅1卫
独栋·金茂行政公寓 智谷店 100平精装套房带露台可做两室 1室1厅,,,,100.00㎡,,1室1厅1卫
整租·品欣雅苑 1室1厅 南,浦东,高行,品欣雅苑,74.00㎡,南,1室1厅1卫
整租·海伦堡爱ME城市 1室1厅 南,嘉定,南翔,海伦堡爱ME城市,70.66㎡,南,1室1厅1卫
整租·华江路18号 1室1厅 南,嘉定,江桥,华江路18号,62.00㎡,南,1室1厅1卫
独栋·柚米寓 嘉定新城店 南北通，整租一房 1室1厅,,,,60.00㎡,,1室1厅1卫
整租·绿地逸湾 1室1厅 南,青浦,华新,绿地逸湾,62.00㎡,南,1室1厅1卫
独栋·微舍共享社区 春耘路店 地铁口大复式带厨房，精装全配 1室1厅,,,,65.00㎡,,1室1厅1卫
整租·星辰园(公寓) 1室1厅 南,松江,松江大学城,星辰园(公寓),64.15㎡,南,1室1厅1卫
独栋·庭寓 颛桥店 温情暖阳房 1室1厅,,,,60.00㎡,,1室1厅1卫
整租·马陆金沙湾 1室1厅 南,嘉定,嘉定新城,马陆金沙湾,64.02㎡,南,1室1厅1卫
独栋·悦徕国际公寓 蓝靛路店 新店开业特价促销观影休闲健身图书馆应有尽有 1室1厅,,,,65.00㎡,,1室1厅1卫
整租·顺馨佳园 1室1厅 南,浦东,川沙,顺馨佳园,62.00㎡,南,1室1厅1卫
整租·柳湖路621弄 1室1厅 南,嘉定,菊园新区,柳湖路621弄,60.00㎡,南,1室1厅1卫
整租·保利林语溪(公寓) 1室1厅 南,浦东,三林,保利林语溪(公寓),76.68㎡,南,1室1厅1卫
整租·海伦堡爱ME城市 1室1厅 南,嘉定,南翔,海伦堡爱ME城市,60.47㎡,南,1室1厅1卫
整租·经纬城市绿洲 1室1厅 南,宝山,上大,经纬城市绿洲,60.00㎡,南,1室1厅1卫
整租·海霞新苑 1室1厅 南,浦东,川沙,海霞新苑,61.15㎡,南,1室1厅1卫
整租·星福家园 1室2厅 南,宝山,上大,星福家园,65.10㎡,南,1室2厅1卫
整租·海伦堡爱ME城市 1室1厅 南,嘉定,南翔,海伦堡爱ME城市,60.00㎡,南,1室1厅1卫
整租·众秀新家园 1室2厅 南,闵行,颛桥,众秀新家园,64.00㎡,南,1室2厅1卫
整租·绿地蔷薇九里(公寓) 1室1厅 南,松江,松江大学城,绿地蔷薇九里(公寓),64.00㎡,南,1室1厅1卫
整租·通用昱慧苑 1室1厅 南,青浦,徐泾,通用昱慧苑,61.40㎡,南,1室1厅1卫
独栋·中集中央公园 美兰湖B 民水民电 国企直租无中介 南向带阳台大一居 1室1厅,,,,41.00-61.00㎡,,1室1厅1卫
整租·塘和家园登云苑 1室2厅 南,松江,泗泾,塘和家园登云苑,67.72㎡,南,1室2厅1卫
独栋·冠寓 上海信达上城院子店 冠寓上城院子无中介民水电通燃气开业折扣优惠雅致阳光一居A 1室1厅,,,,61.00-64.00㎡,,1室1厅1卫
整租·开元地中海 1室1厅 东/南,松江,松江新城,开元地中海,61.49㎡,东 南,1室1厅1卫
独栋·菁舍 锦秋三店 绿地菁舍公寓.温馨一居室  独立卫浴 大落地窗 1室1厅,,,,41.00-61.00㎡,,1室1厅1卫
整租·菊泉新城(陆翔路358弄) 1室1厅 南/北,宝山,顾村,菊泉新城(陆翔路358弄),70.81㎡,南 北,1室1厅1卫
独栋·碧家国际社区 长江西路店 超大豪华两居室精装修可做饭 1室1厅,,,,68.00㎡,,1室1厅1卫
整租·民风小区 1室1厅 南,浦东,曹路,民风小区,70.00㎡,南,1室1厅1卫
独栋·如元（实业）公寓 蓝村路店 陆家嘴软件园金融广场特惠立减500元 1室1厅,,,,30.00-65.00㎡,,1室1厅1卫
整租·未来·理想家 1室1厅 南,松江,泗泾,未来·理想家,95.07㎡,南,1室1厅1卫
整租·张江汤臣豪园(一期)(公寓) 1室1厅 南,浦东,张江,张江汤臣豪园(一期)(公寓),89.30㎡,南,1室1厅1卫
整租·阳光花城 1室1厅 南,浦东,张江,阳光花城,84.73㎡,南,1室1厅1卫
整租·张江汤臣豪园(二期) 1室1厅 南,浦东,张江,张江汤臣豪园(二期),98.30㎡,南,1室1厅1卫
整租·川杨新苑(一期) 1室1厅 南,浦东,张江,川杨新苑(一期),97.50㎡,南,1室1厅1卫
整租·河风丽景 1室1厅 南,长宁,天山,河风丽景,83.98㎡,南,1室1厅1卫
整租·西郊庄园马德里洋房 1室2厅 南,闵行,华漕,西郊庄园马德里洋房,90.77㎡,南,1室2厅1卫
整租·华润外滩九里 1室2厅 南,黄浦,黄浦滨江,华润外滩九里,90.63㎡,南,1室2厅1卫
整租·凯旋华庭 1室2厅 南,普陀,万里,凯旋华庭,80.24㎡,南,1室2厅1卫
整租·宏业花园 1室2厅 南,长宁,中山公园,宏业花园,80.00㎡,南,1室2厅1卫
整租·海富公寓 1室2厅 南,长宁,新华路,海富公寓,89.14㎡,南,1室2厅1卫
整租·华丽家族汇景天地(商业类) 1室1厅 南,黄浦,五里桥,华丽家族汇景天地(商业类),114.00㎡,南,1室1厅1卫
独栋·冠寓 霞菲公馆 带泳池花园可短租月付 1室1厅,,,,102.00㎡,,1室1厅2卫
整租·钻石碧云苑 1室2厅 南,浦东,碧云,钻石碧云苑,112.72㎡,南,1室2厅2卫
整租·古北御庭 1室2厅 南,浦东,花木,古北御庭,111.37㎡,南,1室2厅1卫
整租·艾格美国际公寓 1室2厅 南/北,静安,南京西路,艾格美国际公寓,100.69㎡,南 北,1室2厅1卫
独栋·冠寓 龙湖霞菲公馆 带泳池健身房近机场 1室1厅,,,,108.00㎡,,1室1厅2卫
整租·钻石碧云苑 1室2厅 南,浦东,碧云,钻石碧云苑,112.72㎡,南,1室2厅2卫
独栋·锦城精品公寓 浦电路店 精品一室一厅 1室1厅,,,,68.00-102.00㎡,,1室1厅1卫
整租·容居 1室1厅 东,浦东,三林,容居,103.13㎡,东,1室1厅1卫
整租·丽都华庭 1室2厅 南/北,浦东,泥城镇,丽都华庭,69.24㎡,南 北,1室2厅1卫
独栋·中海友里公寓 上海松江店 G60人才补贴两室一厅可办居住证 1室1厅,,,,65.00㎡,,1室1厅1卫
整租·馨佳园(潘广路1765弄) 1室1厅 南,宝山,顾村,馨佳园(潘广路1765弄),60.00㎡,南,1室1厅1卫
独栋·闲猫国际青年社区 广富林路店 独立厨卫 阳光精选整租大落地窗 1室1厅,,,,53.00-68.00㎡,,1室1厅1卫
整租·华亭新苑 1室1厅 南,松江,松江新城,华亭新苑,68.00㎡,南,1室1厅1卫
独栋·华润置地·有巢公寓 天安金谷店 轻奢一室一厅 1室1厅,,,,60.00㎡,,1室1厅1卫
