名称,区,板块,具体地址,面积（㎡）,朝向,房型,租价（元/月）
整租·鼎欣嘉豪 1室1厅 北,鼎城区,桥南,鼎欣嘉豪,40.00,北,1室1厅1卫,1000
整租·新二村 1室1厅 南,武陵区,滨湖公园,新二村,40.00,南,1室1厅1卫,600
整租·蓝钻公寓 1室1厅 南,武陵区,高山街,蓝钻公寓,40.00,南,1室1厅1卫,1200
整租·南城天街 1室1厅 南,鼎城区,桥南,南城天街,45.00,南,1室1厅1卫,900
整租·星语林创客大街 1室1厅 南,武陵区,柳叶湖,星语林创客大街,45.00,南,1室1厅1卫,1000
整租·浙商广场 1室1厅 南,武陵区,紫桥,浙商广场,50.00,南,1室1厅1卫,1200
整租·新四村 1室1厅 南,武陵区,三闾,新四村,50.00,南,1室1厅1卫,800
整租·南城天街 1室0厅 东,鼎城区,桥南,南城天街,45.00,东,1室0厅1卫,1100
整租·芙蓉国际公馆 1室0厅 南,武陵区,白马湖,芙蓉国际公馆,40.00,南,1室0厅1卫,1200
整租·碧桂园十里公园 1室1厅 南,鼎城区,德山,碧桂园十里公园,39.00,南,1室1厅1卫,900
整租·永乐花园 1室1厅 南,武陵区,宏大,永乐花园,30.48,南,1室1厅1卫,850
整租·南城天街 1室1厅 南,鼎城区,桥南,南城天街,42.00,南,1室1厅1卫,1100
整租·政府三院宿舍 1室1厅 南,武陵区,紫桥,政府三院宿舍,45.00,南,1室1厅1卫,1100
整租·芙蓉生活小区 1室0厅 南/北,武陵区,三岔路,芙蓉生活小区,40.00,南 北,1室0厅1卫,800
整租·新邦壹品 1室1厅 南,武陵区,火车站,新邦壹品,45.00,南,1室1厅1卫,1200
整租·水榭花城西城 1室1厅 复式 东南,武陵区,滨湖公园,水榭花城西城,30.00,东南,1室1厅1卫,1200
整租·南城天街 1室0厅 南,鼎城区,桥南,南城天街,45.00,南,1室0厅1卫,1000
整租·丹阳楼公寓 1室1厅 南,武陵区,宏大,丹阳楼公寓,47.00,南,1室1厅1卫,1100
整租·南城天街 1室1厅 南,鼎城区,桥南,南城天街,45.00,南,1室1厅1卫,1100
整租·新亚国际 1室1厅 南,武陵区,高山街,新亚国际,50.00,南,1室1厅1卫,1100
整租·财富广场 1室0厅 南,鼎城区,桥南,财富广场,44.00,南,1室0厅1卫,900
整租·万达湖公馆C区 1室1厅 南,武陵区,白马湖,万达湖公馆C区,25.00,南,1室1厅1卫,1000
整租·南城天街 1室1厅 南,鼎城区,桥南,南城天街,50.00,南,1室1厅1卫,1100
整租·家饰建材城 1室1厅 南,武陵区,火车站,家饰建材城,45.00,南,1室1厅1卫,900
整租·光明巷社区居委会 1室1厅 南,武陵区,北站,光明巷社区居委会,47.00,南,1室1厅1卫,800
整租·吉春广场 1室0厅 南,武陵区,高山街,吉春广场,32.00,南,1室0厅1卫,1200
整租·南城天街 1室0厅 东,鼎城区,桥南,南城天街,45.00,东,1室0厅1卫,1000
整租·金色晓岛 1室1厅 南/北,武陵区,芷兰,金色晓岛,30.00,南 北,1室1厅1卫,1200
整租·南城天街 1室0厅 北,鼎城区,桥南,南城天街,45.00,北,1室0厅1卫,1000
整租·南城天街 1室1厅 南,鼎城区,桥南,南城天街,42.00,南,1室1厅1卫,1100
整租·政府三院宿舍 1室1厅 南,武陵区,紫桥,政府三院宿舍,45.00,南,1室1厅1卫,1100
整租·芙蓉生活小区 1室0厅 南/北,武陵区,三岔路,芙蓉生活小区,40.00,南 北,1室0厅1卫,800
整租·新邦壹品 1室1厅 南,武陵区,火车站,新邦壹品,45.00,南,1室1厅1卫,1200
整租·水榭花城西城 1室1厅 复式 东南,武陵区,滨湖公园,水榭花城西城,30.00,东南,1室1厅1卫,1200
整租·南城天街 1室0厅 南,鼎城区,桥南,南城天街,45.00,南,1室0厅1卫,1000
整租·丹阳楼公寓 1室1厅 南,武陵区,宏大,丹阳楼公寓,47.00,南,1室1厅1卫,1100
整租·财富广场 1室1厅 南,鼎城区,桥南,财富广场,30.00,南,1室1厅0卫,700
整租·政府三院宿舍 1室1厅 南,武陵区,紫桥,政府三院宿舍,45.00,南,1室1厅1卫,1100
整租·鸿正苑 1室1厅 南,武陵区,高山街,鸿正苑,40.00,南,1室1厅1卫,1000
整租·上东曼城 1室0厅 南,武陵区,甘露寺,上东曼城,30.00,南,1室0厅1卫,600
整租·财富广场 1室0厅 南,鼎城区,桥南,财富广场,30.00,南,1室0厅1卫,1000
整租·政府三院宿舍 1室1厅 南,武陵区,紫桥,政府三院宿舍,50.00,南,1室1厅1卫,850
整租·政府三院宿舍 1室1厅 南,武陵区,紫桥,政府三院宿舍,50.00,南,1室1厅1卫,1100
整租·政府三院宿舍 1室1厅 南,武陵区,紫桥,政府三院宿舍,50.00,南,1室1厅1卫,1100
整租·汇元小区 1室1厅 南,武陵区,火车站,汇元小区,50.00,南,1室1厅1卫,1200
整租·永乐花园 1室1厅 南,武陵区,宏大,永乐花园,38.00,南,1室1厅1卫,600
整租·星语林创客大街 1室1厅 南,武陵区,柳叶湖,星语林创客大街,43.00,南,1室1厅1卫,1200
整租·财富广场 1室0厅 南,鼎城区,桥南,财富广场,40.00,南,1室0厅1卫,800
整租·政府三院宿舍 1室1厅 南,武陵区,紫桥,政府三院宿舍,40.00,南,1室1厅1卫,850
整租·碧桂园十里公园 1室1厅 南,鼎城区,德山,碧桂园十里公园,39.00,南,1室1厅1卫,900
整租·南城天街 1室0厅 南,鼎城区,桥南,南城天街,45.00,南,1室0厅1卫,1000
整租·南城天街 1室0厅 东,鼎城区,桥南,南城天街,45.00,东,1室0厅1卫,800
整租·鼎欣嘉豪 1室1厅 北,鼎城区,桥南,鼎欣嘉豪,40.00,北,1室1厅1卫,1000
整租·新二村 1室1厅 南,武陵区,滨湖公园,新二村,40.00,南,1室1厅1卫,600
整租·蓝钻公寓 1室1厅 南,武陵区,高山街,蓝钻公寓,40.00,南,1室1厅1卫,1200
整租·兴发村公寓安置小区 1室1厅 南,武陵区,白马湖,兴发村公寓安置小区,22.00,南,1室1厅1卫,700
整租·聚宝安置小区 1室1厅 南,武陵区,五强溪,聚宝安置小区,30.00,南,1室1厅1卫,350
整租·吉春广场 1室1厅 南,武陵区,高山街,吉春广场,42.00,南,1室1厅1卫,1000
整租·吉春广场 1室1厅 南,武陵区,高山街,吉春广场,42.00,南,1室1厅1卫,1000
整租·南城天街 1室1厅 东南,鼎城区,桥南,南城天街,44.00,东南,1室1厅1卫,1000
整租·皂果小区西区 1室1厅 南,武陵区,三岔路,皂果小区西区,50.00,南,1室1厅1卫,1000
整租·新四村 1室1厅 南,武陵区,三闾,新四村,47.00,南,1室1厅1卫,800
整租·南城天街 1室1厅 南,鼎城区,桥南,南城天街,41.00,南,1室1厅1卫,1100
整租·南城天街 1室1厅 南,鼎城区,桥南,南城天街,50.00,南,1室1厅1卫,1100
整租·南城天街 1室0厅 北,鼎城区,桥南,南城天街,45.00,北,1室0厅1卫,1000
整租·新邦壹品 1室1厅 南,武陵区,火车站,新邦壹品,40.00,南,1室1厅1卫,1200
整租·致德园 1室1厅 南,武陵区,甘露寺,致德园,50.00,南,1室1厅1卫,1100
整租·沙河小区 1室1厅 南,武陵区,地区医院,沙河小区,46.00,南,1室1厅1卫,1100
整租·星语林创客大街 1室1厅 东/南,武陵区,柳叶湖,星语林创客大街,36.00,东 南,1室1厅1卫,1200
整租·南城天街 1室0厅 西,鼎城区,桥南,南城天街,45.00,西,1室0厅1卫,1100
整租·五强溪 1室0厅 南,武陵区,五强溪,五强溪,30.00,南,1室0厅1卫,450
整租·顺和园 1室1厅 南/北,武陵区,三闾,顺和园,41.12,南 北,1室1厅1卫,750
整租·西苑新村 1室1厅 南,武陵区,五强溪,西苑新村,40.00,南,1室1厅1卫,300
整租·都市捷座 1室1厅 东,武陵区,三岔路,都市捷座,38.00,东,1室1厅1卫,1200
整租·华邦国际 1室0厅 南,鼎城区,桥南,华邦国际,5.00,南,1室0厅1卫,1100
整租·德鑫莲花天街 1室1厅 东,鼎城区,德山,德鑫莲花天街,48.00,东,1室1厅1卫,1200
整租·蓝钻公寓 1室1厅 东南/南,武陵区,高山街,蓝钻公寓,45.00,东南 南,1室1厅1卫,800
整租·沙港名苑 1室0厅 南,武陵区,鸿升,沙港名苑,30.00,南,1室0厅1卫,600
整租·碧桂园十里公园 1室1厅 南,鼎城区,德山,碧桂园十里公园,39.00,南,1室1厅1卫,850
整租·南城天街 1室0厅 南,鼎城区,桥南,南城天街,45.00,南,1室0厅1卫,1000
整租·九重天花园 1室0厅 南,武陵区,北站,九重天花园,20.00,南,1室0厅1卫,450
整租·南城天街 1室1厅 南,鼎城区,桥南,南城天街,43.00,南,1室1厅1卫,1200
整租·碧桂园十里公园 1室0厅 南,鼎城区,德山,碧桂园十里公园,32.00,南,1室0厅1卫,1000
整租·聚宝安置小区 1室0厅 南,武陵区,五强溪,聚宝安置小区,16.00,南,1室0厅1卫,500
整租·天润广场 1室1厅 东/西,武陵区,柳叶湖,天润广场,43.00,东 西,1室1厅1卫,1000
整租·兴发村公寓安置小区 1室1厅 南,武陵区,白马湖,兴发村公寓安置小区,32.00,南,1室1厅1卫,700
整租·沙河小区 1室1厅 南,武陵区,地区医院,沙河小区,45.00,南,1室1厅1卫,450
整租·南城天街 1室0厅 北,鼎城区,桥南,南城天街,45.00,北,1室0厅1卫,1000
整租·芙蓉国际公馆 1室0厅 南,武陵区,白马湖,芙蓉国际公馆,40.00,南,1室0厅1卫,1200
整租·蓝钻公寓 1室1厅 南,武陵区,高山街,蓝钻公寓,43.10,南,1室1厅1卫,1200
整租·仙女湖步行街 1室1厅 南,鼎城区,桥南,仙女湖步行街,50.00,南,1室1厅1卫,900
整租·南城天街 1室0厅 南,鼎城区,桥南,南城天街,45.00,南,1室0厅1卫,1100
整租·星语林创客大街 1室1厅 南,武陵区,柳叶湖,星语林创客大街,43.58,南,1室1厅1卫,1200
整租·永乐花园 1室0厅 北,武陵区,宏大,永乐花园,20.00,北,1室0厅1卫,550
整租·仙女湖步行街 1室1厅 南,鼎城区,桥南,仙女湖步行街,50.00,南,1室1厅1卫,900
整租·房聚江南郡 1室0厅 西,鼎城区,桥南,房聚江南郡,30.00,西,1室0厅1卫,650
整租·丹阳楼公寓 1室1厅 南,武陵区,宏大,丹阳楼公寓,45.00,南,1室1厅1卫,1100
整租·致远·乐路口 1室1厅 南,武陵区,三岔路,致远·乐路口,40.00,南,1室1厅1卫,1300
整租·朝阳时光 1室1厅 东,武陵区,鸿升,朝阳时光,43.00,东,1室1厅1卫,1500
整租·蓝湖郡 1室0厅 南,武陵区,紫桥,蓝湖郡,45.33,南,1室0厅1卫,1500
整租·鸿祥和府 1室1厅 南,武陵区,火车站,鸿祥和府,40.61,南,1室1厅1卫,1400
整租·滨江中心城 1室1厅 南,鼎城区,德山,滨江中心城,50.00,南,1室1厅1卫,1300
整租·和瑞欢乐城 1室1厅 南,武陵区,火车站,和瑞欢乐城,45.00,南,1室1厅1卫,1300
整租·南城天街 1室0厅 东,鼎城区,桥南,南城天街,45.00,东,1室0厅1卫,1300
整租·新邦壹品 1室1厅 南,武陵区,火车站,新邦壹品,50.00,南,1室1厅1卫,1500
整租·豪丽苑小区 1室1厅 南/北,武陵区,三岔路,豪丽苑小区,38.00,南 北,1室1厅1卫,1500
整租·总部国际大厦 1室1厅 北,武陵区,白马湖,总部国际大厦,49.69,北,1室1厅0卫,1500
整租·水榭花城西城 1室1厅 复式 南,武陵区,滨湖公园,水榭花城西城,29.00,南,1室1厅1卫,1500
整租·新邦壹品 1室1厅 西南,武陵区,火车站,新邦壹品,45.00,西南,1室1厅1卫,1500
整租·水榭花城西城 1室1厅 南,武陵区,滨湖公园,水榭花城西城,38.00,南,1室1厅1卫,1400
整租·新邦壹品 1室1厅 南,武陵区,火车站,新邦壹品,46.00,南,1室1厅1卫,1500
整租·水榭花城西城 1室1厅 南,武陵区,滨湖公园,水榭花城西城,40.16,南,1室1厅1卫,1300
整租·欢乐美寓 1室1厅 东南,武陵区,火车站,欢乐美寓,38.00,东南,1室1厅1卫,1500
整租·金城领域商居楼 1室1厅 东南,武陵区,高山街,金城领域商居楼,50.00,东南,1室1厅1卫,1350
整租·鸿昌国际 1室1厅 南,武陵区,步行街,鸿昌国际,40.18,南,1室1厅1卫,1500
整租·水榭花城西城 1室1厅 南,武陵区,滨湖公园,水榭花城西城,38.00,南,1室1厅1卫,1300
整租·泰达春天里 1室1厅 南,武陵区,火车站,泰达春天里,47.00,南,1室1厅1卫,1300
整租·吉春广场 1室1厅 南/西,武陵区,高山街,吉春广场,38.00,南 西,1室1厅1卫,1300
整租·新邦壹品 1室1厅 南,武陵区,火车站,新邦壹品,50.00,南,1室1厅1卫,1500
整租·水榭花城西城 1室1厅 南,武陵区,滨湖公园,水榭花城西城,50.00,南,1室1厅1卫,1500
整租·泰达春天里 1室1厅 南,武陵区,火车站,泰达春天里,43.00,南,1室1厅1卫,1300
整租·万达公寓 1室1厅 南,武陵区,白马湖,万达公寓,32.00,南,1室1厅1卫,1500
整租·中旺锦安嘉苑 1室1厅 南,武陵区,三岔路,中旺锦安嘉苑,45.00,南,1室1厅1卫,1500
整租·新邦壹品 1室1厅 南,武陵区,火车站,新邦壹品,44.00,南,1室1厅1卫,1500
整租·泰达春天里 1室1厅 东/东南/南,武陵区,火车站,泰达春天里,40.00,东 东南 南,1室1厅1卫,1500
整租·锦绣朗峰 1室1厅 南,武陵区,地区医院,锦绣朗峰,46.00,南,1室1厅1卫,1500
整租·新邦壹品 1室1厅 南,武陵区,火车站,新邦壹品,44.00,南,1室1厅1卫,1500
整租·新邦壹品 1室1厅 南,武陵区,火车站,新邦壹品,50.00,南,1室1厅1卫,1500
整租·水榭花城西城 1室1厅 南,武陵区,滨湖公园,水榭花城西城,50.00,南,1室1厅1卫,1500
整租·陽光鑫都 1室1厅 南,武陵区,高山街,陽光鑫都,50.00,南,1室1厅1卫,1500
整租·万达公寓 1室0厅 南,武陵区,白马湖,万达公寓,32.00,南,1室0厅1卫,1400
整租·都市捷座 1室0厅 南,武陵区,三岔路,都市捷座,37.00,南,1室0厅1卫,1500
整租·星语林创客大街 1室0厅 南,武陵区,柳叶湖,星语林创客大街,50.00,南,1室0厅1卫,1450
整租·水榭花城西城 1室1厅 复式 西,武陵区,滨湖公园,水榭花城西城,35.00,西,1室1厅1卫,1380
整租·浙商广场 1室1厅 南,武陵区,紫桥,浙商广场,50.00,南,1室1厅1卫,1300
整租·东晟文化公馆 1室1厅 西,武陵区,北站,东晟文化公馆,47.00,西,1室1厅1卫,1500
整租·假日大厦 1室0厅 南,武陵区,北站,假日大厦,40.00,南,1室0厅1卫,1300
整租·东晟文化公馆 1室1厅 南,武陵区,北站,东晟文化公馆,46.00,南,1室1厅1卫,1500
整租·鸿昌国际 1室1厅 南,武陵区,步行街,鸿昌国际,45.00,南,1室1厅1卫,1500
整租·经泽·景园 1室1厅 南,武陵区,滨湖公园,经泽·景园,50.00,南,1室1厅1卫,1300
整租·常德恒大华府 1室1厅 南,武陵区,芷兰,常德恒大华府,39.00,南,1室1厅1卫,1500
整租·经泽·景园 1室1厅 南,武陵区,滨湖公园,经泽·景园,50.00,南,1室1厅1卫,1500
整租·常德恒大华府 1室1厅 南,武陵区,芷兰,常德恒大华府,38.00,南,1室1厅1卫,1500
整租·华政·龙港汇 1室1厅 南,武陵区,三岔路,华政·龙港汇,45.00,南,1室1厅1卫,1500
整租·泰达春天里 1室1厅 南,武陵区,火车站,泰达春天里,43.00,南,1室1厅1卫,1300
整租·万达公寓 1室1厅 南,武陵区,白马湖,万达公寓,32.00,南,1室1厅1卫,1500
整租·经泽·景园 1室1厅 南,武陵区,滨湖公园,经泽·景园,50.00,南,1室1厅1卫,1300
整租·新邦壹品 1室1厅 南,武陵区,火车站,新邦壹品,45.00,南,1室1厅1卫,1500
整租·水榭花城西城 1室1厅 南,武陵区,滨湖公园,水榭花城西城,38.00,南,1室1厅1卫,1300
整租·经泽星都 1室1厅 南/北,武陵区,地区医院,经泽星都,50.00,南 北,1室1厅1卫,1500
整租·都市捷座 1室1厅 南,武陵区,三岔路,都市捷座,38.00,南,1室1厅1卫,1300
整租·经泽·景园 1室1厅 北,武陵区,滨湖公园,经泽·景园,45.00,北,1室1厅1卫,1300
整租·新邦壹品 1室1厅 南,武陵区,火车站,新邦壹品,45.00,南,1室1厅1卫,1500
整租·朝阳时光 1室1厅 南,武陵区,鸿升,朝阳时光,45.00,南,1室1厅1卫,1500
整租·鸿昌国际 1室1厅 南,武陵区,步行街,鸿昌国际,39.64,南,1室1厅1卫,1500
整租·朝阳时光 1室1厅 东,武陵区,鸿升,朝阳时光,41.79,东,1室1厅1卫,1500
整租·泰达春天里 1室1厅 南,武陵区,火车站,泰达春天里,46.00,南,1室1厅1卫,1300
整租·三一翡翠湾 1室1厅 南,武陵区,三闾,三一翡翠湾,43.00,南,1室1厅1卫,1500
整租·鸿昌国际 1室1厅 南/北,武陵区,步行街,鸿昌国际,45.00,南 北,1室1厅1卫,1500
整租·新邦壹品 1室1厅 南,武陵区,火车站,新邦壹品,50.00,南,1室1厅1卫,1300
整租·锦绣朗峰 1室1厅 西北,武陵区,地区医院,锦绣朗峰,46.00,西北,1室1厅1卫,1500
整租·泰达春天里 1室1厅 南,武陵区,火车站,泰达春天里,47.00,南,1室1厅1卫,1300
整租·泰达春天里 1室1厅 南,武陵区,火车站,泰达春天里,46.00,南,1室1厅1卫,1300
整租·和瑞欢乐城 1室1厅 南,武陵区,火车站,和瑞欢乐城,38.85,南,1室1厅1卫,1500
整租·经泽星都 1室1厅 南,武陵区,地区医院,经泽星都,50.00,南,1室1厅1卫,1500
整租·泰达春天里 1室1厅 南,武陵区,火车站,泰达春天里,46.00,南,1室1厅1卫,1400
