名称,区,板块,具体地址,面积（㎡）,朝向,房型,租价（元/月）
整租·富卓苑 2室1厅 南/北,丰台,马家堡,富卓苑,69.00,南 北,2室1厅1卫,5800
整租·嘉和丽园 2室1厅 东南,朝阳,燕莎,嘉和丽园,105.00,东南,2室1厅1卫,17000
整租·玲珑山 2房间 东,朝阳,双桥,玲珑山,65.00,东,2房间1卫,6200
整租·樱花园 2室1厅 南/北,朝阳,惠新西街,樱花园,56.85,南 北,2室1厅1卫,7600
整租·玉桥中路11号院 2室1厅 南,通州,乔庄,玉桥中路11号院,61.34,南,2室1厅1卫,3700
整租·保利大都汇 1室1厅 南,通州,万达,保利大都汇,52.00,南,1室1厅1卫,5000
整租·林达海渔广场 3房间 西/北,朝阳,十里河,林达海渔广场,82.01,西 北,3房间1卫,6000
整租·枫桦豪景一期 1室1厅 西北,西城,牛街,枫桦豪景一期,67.25,西北,1室1厅1卫,10000
整租·温莎大道 1室1厅 南,朝阳,CBD,温莎大道,117.63,南,1室1厅1卫,23000
整租·京贸国际城 2室1厅 东南,通州,武夷花园,京贸国际城,90.97,东南,2室1厅1卫,6000
整租·东亚三环 2房间 北,丰台,马家堡,东亚三环,53.68,北,2房间1卫,5200
整租·惠新西街33号院 2室1厅 东/南/北,朝阳,惠新西街,惠新西街33号院,75.02,东 南 北,2室1厅1卫,6700
整租·东亚三环 1房间 南,丰台,马家堡,东亚三环,54.00,南,1房间1卫,5000
整租·后现代城B区 2室2厅 北,朝阳,大望路,后现代城B区,115.00,北,2室2厅1卫,11000
整租·融泽嘉园中路1号院 2室1厅 南/北,昌平,回龙观,融泽嘉园中路1号院,93.00,南 北,2室1厅1卫,7300
整租·东亚望京中心 2房间 东/北,朝阳,望京,东亚望京中心,58.95,东 北,2房间1卫,6900
整租·水郡长安 3室1厅 南/北,朝阳,双桥,水郡长安,155.00,南 北,3室1厅2卫,9800
整租·北方明珠 1室1厅 西,昌平,立水桥,北方明珠,66.78,西,1室1厅1卫,5500
整租·海棠湾二期 2室1厅 东北,通州,临河里,海棠湾二期,83.45,东北,2室1厅1卫,5200
整租·瞰都国际 2室1厅 西北/东北,朝阳,朝阳公园,瞰都国际,86.23,西北 东北,2室1厅1卫,10500
整租·保利海德公园 3房间 北,海淀,知春路,保利海德公园,45.00,北,3房间1卫,10000
整租·金融街武夷融御 2室1厅 南/北,通州,武夷花园,金融街武夷融御,72.00,南 北,2室1厅1卫,5700
整租·阜成门南大街 1室1厅 南,西城,月坛,阜成门南大街,38.00,南,1室1厅1卫,7300
整租·瞰都国际 1室0厅 东,朝阳,朝阳公园,瞰都国际,46.76,东,1室0厅1卫,7500
整租·东亚望京中心 2房间 东北,朝阳,望京,东亚望京中心,58.95,东北,2房间1卫,6300
整租·北京方糖 3房间 复式 东,顺义,后沙峪,北京方糖,52.29,东,3房间2卫,5000
整租·旭辉26街区 2房间 北,顺义,顺义其它,旭辉26街区,27.00,北,2房间1卫,3200
整租·天下儒寓 3室1厅 东/东南/南,丰台,科技园区,天下儒寓,103.20,东 东南 南,3室1厅1卫,6300
整租·东直门外大街(东城） 1室1厅 南,东城,东直门,东直门外大街(东城）,38.38,南,1室1厅1卫,6300
整租·首开智慧社 1房间 西,昌平,回龙观,首开智慧社,51.11,西,1房间1卫,5300
整租·首开智慧社 2房间 南,昌平,回龙观,首开智慧社,68.02,南,2房间1卫,6500
整租·保利茉莉公馆 3房间 东/西,大兴,高米店,保利茉莉公馆,50.00,东 西,3房间1卫,5500
整租·瑞公馆 3房间 东,大兴,天宫院,瑞公馆,37.40,东,3房间1卫,3500
整租·枣园小区 2室1厅 南/北,大兴,枣园,枣园小区,69.86,南 北,2室1厅1卫,4000
整租·北航家属院 2室1厅 南/北,海淀,知春路,北航家属院,59.57,南 北,2室1厅1卫,7500
整租·国仕汇 1室1厅 南/北,昌平,回龙观,国仕汇,78.00,南 北,1室1厅1卫,6800
整租·天兴家园 2室1厅 南/北,丰台,科技园区,天兴家园,89.50,南 北,2室1厅1卫,6500
整租·和谐家园一区 2室1厅 南/北,昌平,回龙观,和谐家园一区,93.42,南 北,2室1厅1卫,6000
整租·西四北大街160号 2室1厅 南,西城,西四,西四北大街160号,58.90,南,2室1厅1卫,7500
整租·香花畦家园 4室2厅 南/北,顺义,后沙峪,香花畦家园,178.09,南 北,4室2厅2卫,11800
整租·泰禾一号街区 2房间 北,通州,通州其它,泰禾一号街区,47.42,北,2房间2卫,4200
整租·中景理想家 2室1厅 南,丰台,玉泉营,中景理想家,79.66,南,2室1厅1卫,6500
整租·阿曼寓所 1室1厅 南,朝阳,高碑店,阿曼寓所,66.00,南,1室1厅1卫,6800
整租·风雅园三区 2室1厅 南/北,昌平,回龙观,风雅园三区,115.28,南 北,2室1厅2卫,6000
整租·长河湾 1室1厅 南,海淀,西直门,长河湾,60.53,南,1室1厅1卫,8800
整租·丽都东镇滨河1号 1房间 南,朝阳,酒仙桥,丽都东镇滨河1号,39.13,南,1房间1卫,4700
整租·北京时代广场 3房间 南,房山,良乡,北京时代广场,35.00,南,3房间1卫,2600
整租·东亚首航国际 2房间 西,顺义,顺义其它,东亚首航国际,38.65,西,2房间1卫,2800
整租·纳帕溪谷 3室1厅 跃层 南/北,昌平,小汤山,纳帕溪谷,326.00,南 北,3室1厅3卫,25000
整租·平安嘉苑 2室1厅 西,朝阳,北苑,平安嘉苑,84.00,西,2室1厅1卫,7800
整租·铭科苑 3室1厅 南/北,海淀,西二旗,铭科苑,91.40,南 北,3室1厅1卫,8500
整租·草桥欣园三区 4室1厅 南/北,丰台,草桥,草桥欣园三区,136.75,南 北,4室1厅2卫,11000
整租·富力又一城A区 3室2厅 东/南,朝阳,豆各庄,富力又一城A区,127.00,东 南,3室2厅2卫,8100
整租·三环新城8号院 1室1厅 东南,丰台,玉泉营,三环新城8号院,50.13,东南,1室1厅1卫,5300
整租·复兴门北大街 2室1厅 东南,西城,月坛,复兴门北大街,72.50,东南,2室1厅1卫,14200
整租·马连道东街 3室1厅 东/南/北,西城,马连道,马连道东街,51.53,东 南 北,3室1厅1卫,7200
整租·湾子街社区 2室1厅 南/北,西城,太平桥,湾子街社区,57.74,南 北,2室1厅1卫,6100
整租·正源尚峰尚水 3室1厅 南/北,海淀,海淀北部新区,正源尚峰尚水,155.00,南 北,3室1厅2卫,11000
整租·紫金庄园 2室1厅 东,海淀,苏州桥,紫金庄园,66.91,东,2室1厅1卫,8000
整租·中国铁建尚城汇 2房间 东,昌平,南邵,中国铁建尚城汇,50.73,东,2房间1卫,3700
整租·望园东里 3室1厅 东南,丰台,七里庄,望园东里,99.00,东南,3室1厅1卫,7200
整租·永翌公馆 2室1厅 西,丰台,六里桥,永翌公馆,88.12,西,2室1厅1卫,9000
整租·华樾北京 3室1厅 南/北,朝阳,中央别墅区,华樾北京,89.91,南 北,3室1厅1卫,11000
整租·新华西街 1室1厅 南/北,通州,万达,新华西街,63.63,南 北,1室1厅1卫,4900
整租·西便门东里 2室1厅 南,西城,木樨地,西便门东里,54.95,南,2室1厅1卫,8000
整租·流星花园三区 3室2厅 南/北,昌平,回龙观,流星花园三区,130.00,南 北,3室2厅2卫,8100
整租·地杰长安驿 1室1厅 东/南,朝阳,建国门外,地杰长安驿,98.46,东 南,1室1厅1卫,12000
整租·方舟苑二期 2室1厅 西南,朝阳,望京,方舟苑二期,88.58,西南,2室1厅1卫,9000
整租·远洋万和城B区 4室2厅 南/北,朝阳,亚运村小营,远洋万和城B区,177.22,南 北,4室2厅3卫,28000
整租·蓝珏苑 3室2厅 南/北,朝阳,惠新西街,蓝珏苑,158.51,南 北,3室2厅2卫,15000
整租·龙泽苑西区 3室1厅 南/北,昌平,回龙观,龙泽苑西区,94.00,南 北,3室1厅1卫,6700
整租·臻御府 4室2厅 南/北,丰台,科技园区,臻御府,132.00,南 北,4室2厅2卫,12000
整租·安慧北里秀园 2室1厅 东南/西北,朝阳,亚运村,安慧北里秀园,62.60,东南 西北,2室1厅1卫,7800
整租·和平西苑 2室1厅 西,朝阳,和平里,和平西苑,103.90,西,2室1厅1卫,11500
整租·林肯公园 1房间 南,亦庄开发区,亦庄,林肯公园,36.00,南,1房间1卫,4600
整租·道家园 2室1厅 南/北,朝阳,甜水园,道家园,62.65,南 北,2室1厅1卫,6500
整租·慧时欣园一期 2室1厅 东/北,丰台,木樨园,慧时欣园一期,83.99,东 北,2室1厅1卫,7200
整租·江山赋 1房间 西,顺义,后沙峪,江山赋,50.00,西,1房间1卫,3200
整租·龙湖蔚澜香醍 4室2厅 南/北,通州,九棵树(家乐福),龙湖蔚澜香醍,172.00,南 北,4室2厅2卫,12000
整租·和谐家园二区 2室1厅 南/北,昌平,回龙观,和谐家园二区,93.11,南 北,2室1厅1卫,6500
整租·御墅临枫锦园一区 3室2厅 南/北,海淀,西山,御墅临枫锦园一区,155.59,南 北,3室2厅2卫,17500
整租·芳源里 2室1厅 南/北,大兴,旧宫,芳源里,85.77,南 北,2室1厅1卫,4600
整租·瞰都国际 3室1厅 西南,朝阳,朝阳公园,瞰都国际,120.43,西南,3室1厅2卫,12800
整租·中海枫涟山庄 3室1厅 南/北,海淀,西北旺,中海枫涟山庄,122.00,南 北,3室1厅1卫,10500
整租·利泽西园 2室1厅 东南,朝阳,望京,利泽西园,99.00,东南,2室1厅1卫,8800
整租·东华门大街 1室1厅 南,东城,东单,东华门大街,39.58,南,1室1厅1卫,6800
整租·富力城D区 1室1厅 南,朝阳,双井,富力城D区,71.53,南,1室1厅1卫,11500
整租·广渠家园 2室1厅 北,东城,广渠门,广渠家园,63.00,北,2室1厅1卫,5200
整租·北洼路28号院 2室1厅 东,海淀,紫竹桥,北洼路28号院,94.40,东,2室1厅1卫,8400
整租·延静西里 2室1厅 南,朝阳,红庙,延静西里,62.00,南,2室1厅1卫,6300
整租·盛嘉华苑 2室1厅 南/北,大兴,枣园,盛嘉华苑,78.00,南 北,2室1厅1卫,3600
整租·东村家园 2室1厅 南/北,昌平,回龙观,东村家园,72.86,南 北,2室1厅1卫,5100
整租·蔚园 2室1厅 南/北,丰台,青塔,蔚园,58.91,南 北,2室1厅1卫,4400
整租·杨庄北街7号院 2室1厅 南/北,通州,通州北苑,杨庄北街7号院,65.21,南 北,2室1厅1卫,3800
整租·玉芳园 1室1厅 南/北,丰台,草桥,玉芳园,52.02,南 北,1室1厅1卫,4800
整租·东亚上北中心 2房间 东北,昌平,回龙观,东亚上北中心,56.57,东北,2房间1卫,5100
整租·梨园小镇 1室1厅 西,通州,梨园,梨园小镇,71.00,西,1室1厅1卫,3800
整租·延静西里 2室1厅 南/北,朝阳,红庙,延静西里,53.12,南 北,2室1厅1卫,6200
整租·万方家园 3室2厅 南/北,通州,万达,万方家园,132.02,南 北,3室2厅1卫,10000
整租·中芯花园 2室1厅 南/北,亦庄开发区,亦庄开发区其它,中芯花园,124.00,南 北,2室1厅2卫,8000
整租·甜水园东里 3室1厅 南/北,朝阳,甜水园,甜水园东里,69.00,南 北,3室1厅1卫,8000
整租·SOCO公社 2房间 南,海淀,西三旗,SOCO公社,52.00,南,2房间1卫,5100
整租·月季园东里 2室1厅 南/北,门头沟,滨河西区,月季园东里,57.75,南 北,2室1厅1卫,3000
整租·酱油厂宿舍楼 3室1厅 南/北,海淀,紫竹桥,酱油厂宿舍楼,61.20,南 北,3室1厅1卫,8500
整租·首开万科城市之光 3室1厅 南/北,通州,通州其它,首开万科城市之光,90.00,南 北,3室1厅2卫,6800
整租·清逸西园 2室1厅 南/北,大兴,旧宫,清逸西园,69.56,南 北,2室1厅1卫,4550
整租·远洋天地二期 2室1厅 西南,朝阳,四惠,远洋天地二期,120.08,西南,2室1厅2卫,10500
整租·东直门南大街 1室1厅 西,东城,东直门,东直门南大街,39.93,西,1室1厅1卫,7000
整租·八角中里 2室1厅 南/北,石景山,八角,八角中里,58.74,南 北,2室1厅1卫,4900
整租·千鹤家园 2室1厅 北,朝阳,惠新西街,千鹤家园,95.75,北,2室1厅1卫,11000
整租·云趣园一区 4室1厅 南/北,昌平,回龙观,云趣园一区,103.98,南 北,4室1厅2卫,8000
整租·丰体时代花园 1室1厅 东,丰台,岳各庄,丰体时代花园,56.05,东,1室1厅1卫,4500
整租·十里堡北里 2室1厅 南/北,朝阳,十里堡,十里堡北里,62.33,南 北,2室1厅1卫,6600
整租·凤凰城一期 3室2厅 东/西,朝阳,三元桥,凤凰城一期,172.80,东 西,3室2厅3卫,23000
整租·澳洲康都 2室1厅 南,朝阳,望京,澳洲康都,83.00,南,2室1厅1卫,9000
整租·恒大江湾 2室1厅 南/北,朝阳,东坝,恒大江湾,88.72,南 北,2室1厅1卫,8600
整租·荣丰2008 1室1厅 北,西城,广安门,荣丰2008,30.31,北,1室1厅1卫,6100
整租·冠城名敦道A区 1室1厅 西,东城,广渠门,冠城名敦道A区,93.27,西,1室1厅1卫,11000
整租·金隅·金麟府 3室1厅 南/北,大兴,亦庄开发区其它,金隅·金麟府,89.00,南 北,3室1厅1卫,6600
整租·首开璞瑅公馆 4室2厅 南/北,丰台,方庄,首开璞瑅公馆,237.00,南 北,4室2厅3卫,33000
整租·紫金新干线 2室1厅 南,昌平,霍营,紫金新干线,82.30,南,2室1厅1卫,6200
整租·东方郁金香 1房间 西,朝阳,立水桥,东方郁金香,42.00,西,1房间1卫,4500
整租·四方景园三区 2室1厅 西,丰台,成寿寺,四方景园三区,67.43,西,2室1厅1卫,5800
整租·乐想汇 1房间 西,朝阳,北苑,乐想汇,53.00,西,1房间1卫,5500
整租·金域华府二期 3室1厅 南/北,昌平,回龙观,金域华府二期,117.00,南 北,3室1厅2卫,11500
整租·天下儒寓 3室1厅 东/东南/南,丰台,科技园区,天下儒寓,103.20,东 东南 南,3室1厅1卫,6300
整租·新起点嘉园 1室0厅 西,海淀,万柳,新起点嘉园,65.42,西,1室0厅1卫,8000
整租·黄木庄3号院 2室1厅 西北/东北,朝阳,双井,黄木庄3号院,66.06,西北 东北,2室1厅1卫,6800
整租·苹果社区南区 1室1厅 北,朝阳,双井,苹果社区南区,60.26,北,1室1厅1卫,8500
整租·北店嘉园 3室1厅 南/北,昌平,回龙观,北店嘉园,103.00,南 北,3室1厅2卫,6700
整租·和平街十一区 2室1厅 南,朝阳,和平里,和平街十一区,46.00,南,2室1厅1卫,6000
整租·东亚创展国际 2房间 西,顺义,后沙峪,东亚创展国际,38.00,西,2房间1卫,3100
整租·红莲晴园 1室1厅 西,西城,马连道,红莲晴园,61.19,西,1室1厅1卫,6300
整租·花家地北里 2室1厅 东南,朝阳,望京,花家地北里,60.00,东南,2室1厅1卫,6800
整租·望花路西里 2室1厅 南,朝阳,望京,望花路西里,72.00,南,2室1厅1卫,7000
整租·柏林爱乐一期 2室1厅 南/北,朝阳,常营,柏林爱乐一期,100.17,南 北,2室1厅1卫,8200
整租·中国铁建尚城汇 2房间 西,昌平,南邵,中国铁建尚城汇,50.35,西,2房间1卫,4000
整租·清源西里 2室1厅 南/北,大兴,枣园,清源西里,55.88,南 北,2室1厅1卫,4000
整租·金泰城迷你 1室1厅 北,丰台,菜户营,金泰城迷你,51.18,北,1室1厅1卫,5500
整租·溪城家园 2室1厅 南/北,昌平,立水桥,溪城家园,81.00,南 北,2室1厅1卫,5500
整租·清缘里中区 2室1厅 南/北,海淀,清河,清缘里中区,71.56,南 北,2室1厅1卫,6500
整租·阿曼寓所 3室2厅 南/北,朝阳,高碑店,阿曼寓所,140.39,南 北,3室2厅1卫,12000
整租·圣馨大地 2室1厅 南,朝阳,望京,圣馨大地,104.00,南,2室1厅1卫,10500
整租·上奥世纪中心 1室0厅 北,昌平,西三旗,上奥世纪中心,50.72,北,1室0厅1卫,5200
整租·知春嘉园 2室1厅 东/南,海淀,知春路,知春嘉园,90.00,东 南,2室1厅1卫,12000
整租·民康胡同30号院 1室1厅 北,西城,金融街,民康胡同30号院,48.00,北,1室1厅1卫,9000
整租·晶城秀府 2室1厅 南,丰台,成寿寺,晶城秀府,61.02,南,2室1厅1卫,6000
整租·融泽嘉园中路1号院 1室1厅 南/北,昌平,回龙观,融泽嘉园中路1号院,63.00,南 北,1室1厅1卫,6200
整租·沿海赛洛城五期 2室1厅 东南,朝阳,百子湾,沿海赛洛城五期,83.91,东南,2室1厅1卫,7700
整租·万和斐丽 3室1厅 东/西,大兴,瀛海,万和斐丽,90.00,东 西,3室1厅1卫,5600
整租·台湖银河湾 1室1厅 南,通州,通州其它,台湖银河湾,54.00,南,1室1厅1卫,5500
整租·龙湖时代天街 2室1厅 复式 东,大兴,天宫院,龙湖时代天街,85.24,东,2室1厅1卫,4900
整租·田村41号院 2室1厅 南/北,海淀,田村,田村41号院,54.40,南 北,2室1厅1卫,5900
整租·格调小区 2室1厅 南/北,西城,马连道,格调小区,102.98,南 北,2室1厅1卫,11200
整租·西山华府禧园 4室2厅 南/北,海淀,马连洼,西山华府禧园,177.00,南 北,4室2厅2卫,28000
整租·柏林爱乐三期 1室1厅 东/西,朝阳,常营,柏林爱乐三期,68.00,东 西,1室1厅1卫,5500
整租·爱这城一期 2室1厅 东/南/西,朝阳,四惠,爱这城一期,108.87,东 南 西,2室1厅2卫,10000
整租·亮马水晶 2室1厅 东北,朝阳,朝阳公园,亮马水晶,69.00,东北,2室1厅1卫,7100
整租·阜成门南大街 1室1厅 南,西城,月坛,阜成门南大街,38.00,南,1室1厅1卫,7300
整租·西山国际城 2房间 复式 东,海淀,田村,西山国际城,32.34,东,2房间1卫,5600
整租·天和人家 1室1厅 北,朝阳,南沙滩,天和人家,43.41,北,1室1厅1卫,6500
整租·北街家园一区 3室1厅 南/北,昌平,沙河,北街家园一区,136.00,南 北,3室1厅2卫,7500
整租·合生国际花园 3室2厅 南,朝阳,双井,合生国际花园,136.73,南,3室2厅2卫,14500
整租·滨河坊 2室1厅 南/北,大兴,枣园,滨河坊,78.72,南 北,2室1厅1卫,3800
整租·北新家园 2室1厅 南,海淀,西三旗,北新家园,59.80,南,2室1厅1卫,5800
整租·东厂北巷3号院 3室1厅 东/西,东城,灯市口,东厂北巷3号院,72.00,东 西,3室1厅1卫,11000
整租·蓟门东里 2室1厅 东南,海淀,知春路,蓟门东里,56.00,东南,2室1厅1卫,7100
整租·新华街五里 3室1厅 南/北,丰台,看丹桥,新华街五里,83.90,南 北,3室1厅1卫,6000
整租·路劲世界城一期 2室1厅 南/北,昌平,南邵,路劲世界城一期,87.59,南 北,2室1厅1卫,5300
整租·乔建里 1室1厅 南,海淀,军博,乔建里,32.00,南,1室1厅1卫,5200
整租·金世纪嘉园 2室1厅 西南,东城,广渠门,金世纪嘉园,66.01,西南,2室1厅1卫,6800
整租·龙山华府 1室1厅 东,昌平,南邵,龙山华府,54.08,东,1室1厅1卫,3600
整租·古城南路 2室1厅 南/北,石景山,古城,古城南路,45.68,南 北,2室1厅1卫,4200
整租·北机家属院 3室1厅 南/北,通州,果园,北机家属院,76.75,南 北,3室1厅1卫,5000
整租·龙鼎园 3室2厅 南/北,通州,九棵树(家乐福),龙鼎园,104.98,南 北,3室2厅1卫,5500
整租·上海沙龙 4室2厅 南/北,亦庄开发区,亦庄,上海沙龙,149.20,南 北,4室2厅2卫,11000
整租·双兴北区 3室1厅 南/北,顺义,顺义城,双兴北区,88.41,南 北,3室1厅1卫,3900
